fmpo,skos:exactMatch seko,owl:deprecated,skos:prefLabel_fi,skos:prefLabel_sv,skos:prefLabel_en,skos:altLabel,alt_lang,skos:hiddenLabel,hidden_lang,spatial-uri,dct:spatial,skos:topConceptOf,skos:broader,skos:broader_Label,editorial_issue_URL,YSO-ID,wikidata-id,skos:editorialNote,H&S_notation,H&S-ID,MIMO-ID,dbpedia,SEKO-LCMPT-mapping,LCMPT-ID,rdfs:seeAlso,dct:isReplacedBy ,skos:related,skos:definition,skos:scopeNote,skos:changeNote,skos:historyNote,skos:modified,seko:statusNote,skos:noteSeko1,iconclass-uri
fmpo:00644,http://urn.fi/urn:nbn:fi:au:seko:00644,,manzello,manzello,manzello,,,,,,,,fmpo:00903,saxello,,,http://www.wikidata.org/entity/Q116680092,,,,,,,,,,,,,,,,TARKISTA,Roland Kirkin kehittämä puinen saksofoni.,
fmpo:00645,http://urn.fi/urn:nbn:fi:au:seko:00645,,marakassi,maraca,maraca,,,,,,,,fmpo:00404,helistin,,,http://www.wikidata.org/entity/Q39777,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015450,,,,,,,,,TARKISTA,Yleensä pareittain soitettavat helistimet.,
fmpo:00645,,,,,,clavellina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00645,,,,,,gapacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00645,,,,,,maracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,http://urn.fi/urn:nbn:fi:au:seko:00646,,mariantrumpetti,marintrumpet,tromba marina,,,,,,,,fmpo:00446,jousisoitin,,,https://www.wikidata.org/entity/Q1095084,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015749,,,,,,,,,TARKISTA,"Yksikielinen jousisoitin, joka oli käytössä 1300-luvulta 1800-luvulle.",
fmpo:00646,,,,,,Marien-Trompete,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,meritrumpetti,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,Nonnengeige,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,nunnanviulu,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,tromba marina,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,Trompetengeige,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,trumpet marine,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,Trumscheit,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,violetta marina,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00646,,,,,,violintromba,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00647,http://urn.fi/urn:nbn:fi:au:seko:00647,,marimba,marimba,marimba,,,,,"http://www.yso.fi/onto/yso/p94080,http://www.yso.fi/onto/yso/p105005",Afrikka|Latinalainen Amerikka,,fmpo:x490,laattasoitin,,http://www.yso.fi/onto/yso/p8570,http://www.wikidata.org/entity/Q220971,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015452,,,,,,"2026-07-08 changed skos:broader to seko:x490 according to SEKO issue #176""",,2026-07-08,KESKEN,"Nimitys mm. Afrikan ja Latinalaisen Amerikan kansanmusiikissa yleisille soittimille, joissa kapuloilla lyödään puusta, metallista tms. aineesta valmistettuja soivia laattoja.",
fmpo:00647,,,,,,kafferipiano,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00647,,,,,,mar (marimba),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00647,,,,,,marimbafoni,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00647,,,,,,sopraanomarimba,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00648,http://urn.fi/urn:nbn:fi:au:seko:00648,,marímbula,marímbula,marímbula,,,,,http://www.yso.fi/onto/yso/p105005,Latinalainen Amerikka,,fmpo:00974,sormipiano,,,http://www.wikidata.org/entity/Q16257797,,,,,,,,,,,,,,,,TARKISTA,Latinalaisessa Amerikassa käytettävä suurikokoinen sormipiano.,
fmpo:00648,,,,,,marimbula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00649,http://urn.fi/urn:nbn:fi:au:seko:00649,,marovany (laatikkositra),marovany,marovany,,,,,http://www.yso.fi/onto/yso/p109166,Madagaskar,,fmpo:00943,sitra,,,http://www.wikidata.org/entity/Q6772421,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015454,,,,,,,,,TARKISTA,Madagaskarilainen laatikko.,
fmpo:00649,,,,,,marovany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00650,http://urn.fi/urn:nbn:fi:au:seko:00650,,maruga,maruga,maruga,,,,,http://www.yso.fi/onto/yso/p105269,Kuuba,,fmpo:00404,helistin,https://github.com/NatLibFi/SEKO/issues/89,,MISSING,"MERGE?  Perhaps same as ""maraca""?",,,,,,,https://en.wikipedia.org/wiki/List_of_Caribbean_idiophones,,,,,,,,KESKEN,Kuubalainen helistin.,
fmpo:00651,http://urn.fi/urn:nbn:fi:au:seko:00651,,maśak,mashak,mashak,,,,,http://www.wikidata.org/entity/Q60140,Intian niemimaa,,fmpo:01024,säkkipilli,,,http://www.wikidata.org/entity/Q6783062,,,,,,,,,,,,,,,,TARKISTA,Intian niemimaalla yleinen säkkipilli.,
fmpo:00651,,,,,,masak,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00652,http://urn.fi/urn:nbn:fi:au:seko:00652,,masinko,masenqo,masenqo,,,,,http://www.yso.fi/onto/yso/p105330,Etiopia,,fmpo:00770,piikkiviulu,https://github.com/NatLibFi/SEKO/issues/110,,http://www.wikidata.org/entity/Q664055,,,,,,,,,,,,,issue created; check with masoinque,,2026-07-03,KESKEN,Etiopialainen yksikielinen piikkiviulu.,
fmpo:00652,,,,,,masenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00652,,,,,,masenqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00652,,,,,,masinqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00652,,,,,,massaneqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00652,,,,,,messenqo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00653,http://urn.fi/urn:nbn:fi:au:seko:00653,,masonquo,masonquo,masonquo,,,,,"http://www.yso.fi/onto/yso/p109234,http://www.yso.fi/onto/yso/p105330",Eritrea|Etiopia,,fmpo:00625,lyyra,https://github.com/NatLibFi/SEKO/issues/110,,http://www.wikidata.org/entity/Q116680638,,,,,,,,,,,,,issue created - check with masinko,,2026-07-03,KESKEN,Eritrean ja Etiopian alueilla käytettävä maljalyyra.,
fmpo:00654,http://urn.fi/urn:nbn:fi:au:seko:00654,,matala lauluääni,låg sångröst,low voice,,,,,,,,fmpo:00583,lauluääni,,,http://www.wikidata.org/entity/Q116680821,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015429,,,,,,,,,TARKISTA,,
fmpo:00655,http://urn.fi/urn:nbn:fi:au:seko:00655,,matraca,matraca,matraca,,,,,"http://www.yso.fi/onto/yso/p105209,http://www.yso.fi/onto/yso/p105005",Espanja|Latinalainen Amerikka,,fmpo:00871,räikkä,https://github.com/NatLibFi/SEKO/issues/89,,MISSING,"SPLIT? MERGE? In Wikidata this is the same as ""räikkä"", the South American instrument is not described separately",,,,,,,https://es.wikipedia.org/wiki/Matraca,,,,,created issue,,2026-07-01,KESKEN,Espanjassa ja Latinalaisen Amerikan intiaanimusiikissa käytettävä kalistinsoitin.,
fmpo:00656,http://urn.fi/urn:nbn:fi:au:seko:00656,,mazanki,mazanki,mazanki,,,,,http://www.yso.fi/onto/yso/p105244,Puola,,fmpo:00446,jousisoitin,,,http://www.wikidata.org/entity/Q3624466,,,,,,,,,,,,,,,,TARKISTA,"Puolalainen, noin 50 cm pitkä kolmikielinen jousisoitin, jonka tyypillinen viritys on a'–e''–h''.",
fmpo:00657,http://urn.fi/urn:nbn:fi:au:seko:00657,,mazhar,mazhar,mazhar,,,,,"http://www.yso.fi/onto/yso/p105841,http://www.yso.fi/onto/yso/p108829,http://www.yso.fi/onto/yso/p105573",Egypti|Syyria|Turkki,,fmpo:01050,tamburiini,,,http://www.wikidata.org/entity/Q3299336,,,,,,,,,,,,,,,,TARKISTA,"Egyptissä, Syyriassa ja Turkissa tavattava suurikokoinen tamburiini.",
fmpo:00658,http://urn.fi/urn:nbn:fi:au:seko:00658,,mbira,mbira,mbira,,,,,http://www.yso.fi/onto/yso/p105885,Zimbabwe,,fmpo:00974,sormipiano,https://github.com/NatLibFi/SEKO/issues/53,http://www.yso.fi/onto/yso/p30050,http://www.wikidata.org/entity/Q1467960,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015455,,,,,,,,,TARKISTA,Afrikkalainen sormipiano.,
fmpo:00658,,,,,,likembe,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00658,,,,,,mbila,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00658,,,,,,peukalopiano,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00658,,,,,,tumpiano,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,http://urn.fi/urn:nbn:fi:au:seko:00659,,mellofoni,mellofon,mellophone,,,,,http://www.yso.fi/onto/yso/p105078,Yhdysvallat,,fmpo:01171,vaskipuhallin,,,http://www.wikidata.org/entity/Q1474853,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015013,,,,,,,,,TARKISTA,"1950-luvulla kehitelty, varsinkin Yhdysvalloissa suosittu vaskipuhallinsoitin, joka muistuttaa ulkonäöltään käyrätorvea.",
fmpo:00659,,,,,,Alt-Corno,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,,,,,,Altkorno,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,,,,,,cor alto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,,,,,,genis corno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,,,,,,mel (mellofoni),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,,,,,,mellophonium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00659,,,,,,tenor cor,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00660,http://urn.fi/urn:nbn:fi:au:seko:00660,,mellotroni,mellotron,mellotron,,,,,,,,"fmpo:01021, fmpo:00543",sähkösoitin|kosketinsoitin,,,http://www.wikidata.org/entity/Q212483,,,,,,,,,,,,,,,,TARKISTA,1960-luvun alussa rakennettu elektro-mekaaninen kosketinsoitin. Mellotronissa kukin kosketin säätelee ääninauhalta kuuluvaa ääntä.,
fmpo:00660,,,,,,mel (mellotroni),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00660,,,,,,ml (mellotroni),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00661,http://urn.fi/urn:nbn:fi:au:seko:00661,,melodiabassoharmonikka,ackordeon,free bass accordion,,,,,,,,fmpo:00710,näppäinharmonikka,,,http://www.wikidata.org/entity/Q116681058,"""2026-07-17 corrected the broader (was self-reference)""",,,,,,,,,,,,"""2026-07-01 ceated issue dct:created \""2026-07-01\""^xsd:date """,,2026-07-17,KESKEN,,
fmpo:00662,http://urn.fi/urn:nbn:fi:au:seko:00662,,melodika,melodica,melodica,,,,,,,,"fmpo:00543, fmpo:00423",kosketinsoitin|huuliharppu,,http://www.yso.fi/onto/yso/p29958,http://www.wikidata.org/entity/Q512191,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015464,,,,,,,,,TARKISTA,"Koskettimistolla soitettava, päästäpuhallettava huuliharppusoitin.",
fmpo:00662,,,,,,scaletta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00663,http://urn.fi/urn:nbn:fi:au:seko:00663,,messupappi,celebrant,celebrant,,,,,,,,fmpo:01225,esittäjä,,,http://www.wikidata.org/entity/Q187350,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015117,,,,,,,,,TARKISTA,,
fmpo:00663,,,,,,alttaripappi,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00663,,,,,,liturgi,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00663,,,,,,selebrantti,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00664,http://urn.fi/urn:nbn:fi:au:seko:00664,,mey,ney,ney,,,,,http://www.yso.fi/onto/yso/p105573,Turkki,,fmpo:00715,oboesoitin,https://github.com/NatLibFi/SEKO/issues/95,,http://www.wikidata.org/entity/Q743836,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015472,,,,,,,,,TARKISTA,Turkkilainen oboesoitin.,
fmpo:00664,,,,,,nay (oboesoitin),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00665,http://urn.fi/urn:nbn:fi:au:seko:00665,,meydan saz,meydan saz,meydan saz,,,,,http://www.yso.fi/onto/yso/p105573,Turkki,,fmpo:00905,saz,,,http://www.wikidata.org/entity/Q31191244,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015626,,,,,,,,,TARKISTA,"Turkkilainen pitkäkaulainen luuttusoitin, saz-soitinperheen matalaäänisin soitin.",
fmpo:00666,http://urn.fi/urn:nbn:fi:au:seko:00666,,mezzosopraano,mezzosopran,mezzo-soprano,,,,,,,,fmpo:00494,keskikorkea lauluääni,,,http://www.wikidata.org/entity/Q186506,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015473,,,,,,,,,TARKISTA,Termillä tarkoitetaan naislauluäänen äänialaa.,
fmpo:00666,,,,,,bas-dessus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,mezzo (mezzosopraano),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,mezzo-soprano voice,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,Mezzosopran,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,Mz (mezzosopraano),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,second dessus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,tiefer Sopran,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00666,,,,,,,,mezzosopraano (aanialat),,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,http://urn.fi/urn:nbn:fi:au:seko:00667,,mieskuoro,manskör,male voice choir,,,,,,,,fmpo:00560,kuoro,,http://www.yso.fi/onto/yso/p2169,http://www.wikidata.org/entity/Q1684352,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015469,,,,,,,,,TARKISTA,,
fmpo:00667,,,,,,male choir,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,male chorus,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,male voice choir,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,male-voice choir,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,men's choir,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,men's chorus,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,Männerchor ,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00667,,,,,,,,manskorer,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00668,http://urn.fi/urn:nbn:fi:au:seko:00668,,mieslauluääni,mansröst,male voice,,,,,,,,fmpo:00583,lauluääni,,,http://www.wikidata.org/entity/Q54285279,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015441,,,,,,,,,TARKISTA,,
fmpo:00668,,,,,,male singing voice,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00669,http://urn.fi/urn:nbn:fi:au:seko:00669,,miimikko,pantomimartist,mime,,,,,,,,fmpo:01225,esittäjä,,,http://www.wikidata.org/entity/Q674067,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015475,,,,,,,,,TARKISTA,,
fmpo:00669,,,,,,mimare,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00669,,,,,,"mime artist",en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00669,,,,,,pantomiimikko,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00670,http://urn.fi/urn:nbn:fi:au:seko:00670,,mijwiz,mijwiz,mijwiz,,,,,http://www.yso.fi/onto/yso/p105025,Lähi-Itä,,fmpo:00513,klarinettisoitin,,,http://www.wikidata.org/entity/Q1247912,,,,,,,,,,,,,,,,TARKISTA,Lähi-idässä käytettävä kaksoisklarinetti.,
fmpo:00670,,,,,,jifti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00670,,,,,,zummāra (klarinettisoitin),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00670,,,,,,,,zummara (klarinettisoitin),,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00671,http://urn.fi/urn:nbn:fi:au:seko:00671,,mirlitoni,mirliton,singing membranes,,,,,,,,"fmpo:00458, fmpo:00817",kalvosoitin|puupuhallin,https://github.com/NatLibFi/SEKO/issues/65,,http://www.wikidata.org/entity/Q50829196,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015476,,,,,,"MOVED labels for historical mirlitons from ""kazoo"" to here. ""kazoo"" is the modern mirliton",,,KESKEN,"Yleisnimitys välineille, joilla voidaan muunnella niihin syötettyä ihmisen tai soittimen ääntä. Tyypillisiä mirlitoneja ovat kampa ja kazoo.",
fmpo:00671,,,,,,Ansingtrommeln,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00671,,,,,,membranophones chantantes,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00672,http://urn.fi/urn:nbn:fi:au:seko:00672,,miti'qwakik,miti'qwakik,miti'qwakik,,,,,http://www.yso.fi/onto/yso/p105078,Yhdysvallat,,fmpo:00864,rumpu,,,http://www.wikidata.org/entity/Q117188864,,,,,,,,,,,,,,,,TARKISTA,Yhdysvaltain Suurten järvien alueella asuvien ojibwa-intiaanien rumpu.,
fmpo:00672,,,,,,mitiqwakik,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00673,http://urn.fi/urn:nbn:fi:au:seko:00673,,mizhavu,mizhavu,mizhavu,,,,,http://www.yso.fi/onto/yso/p106044,Kerala,,fmpo:00864,rumpu,,,http://www.wikidata.org/entity/Q609599,,,,,,,,,,,,,,,,TARKISTA,"Intialainen (Kerala) kalvolla varustettu metalliruukku, jota käytetään lyömäsoittimena.",
fmpo:00674,http://urn.fi/urn:nbn:fi:au:seko:00674,,mizwid,mizwad,mizwad,,,,,http://www.yso.fi/onto/yso/p105335,Pohjois-Afrikka,,fmpo:01024,säkkipilli,,,http://www.wikidata.org/entity/Q123526,,,,,,,,,,,,,,,,TARKISTA,Pohjoisafrikkalainen säkkipilli.,
fmpo:00674,,,,,,mezoued,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00674,,,,,,mezwed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00674,,,,,,mizwid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00675,http://urn.fi/urn:nbn:fi:au:seko:00675,,mohoceño,mohoceño,moceño,,,,,http://www.yso.fi/onto/yso/p108647,Bolivia,,fmpo:01134,tulppakanavahuilu,https://github.com/NatLibFi/SEKO/issues/145,,http://www.wikidata.org/entity/Q3319142,,,,,,,,,,,,,2026-07-16  included in issue 145,,2026-07-16,KESKEN,Bolivialainen tulppakanavahuilu.,
fmpo:00675,,,,,,jatun aymara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00675,,,,,,mohoceno,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00676,http://urn.fi/urn:nbn:fi:au:seko:00676,,mokt'ak,muyu,wooden fish,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00837,rakorumpu,,,http://www.wikidata.org/entity/Q1474569,,,,,,,,,,,,,,,,TARKISTA,Korealainen rumpu.,
fmpo:00676,,,,,,mokt'ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00676,,,,,,moktak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00676,,,,,,mokugyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00676,,,,,,puukala,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00677,http://urn.fi/urn:nbn:fi:au:seko:00677,,molinukas,molinukas,molinukai,,,,,http://www.yso.fi/onto/yso/p94268,Liettua,,fmpo:00719,okariina,,,http://www.wikidata.org/entity/Q6896232,,,,,,skos:broadMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015511,,,,,,,,,TARKISTA,Liettualainen okariina.,
fmpo:00677,,,,,,svilpaunieks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00678,http://urn.fi/urn:nbn:fi:au:seko:00678,,moniviestin,multimedia,mixed media,,,,,,,,fmpo:01225,esittäjä,,,http://www.wikidata.org/entity/Q131765,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015478,,,,,,,,,TARKISTA,,
fmpo:00678,,,,,,multimedia,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00679,http://urn.fi/urn:nbn:fi:au:seko:00679,,monokordi,monokord,canon harmonicus,,,,,,,,fmpo:00943,sitra,,,http://www.wikidata.org/entity/Q1136653,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015479,https://en.wikipedia.org/wiki/Monochord|https://www.emousike.com/mousike-ancient-greek-science,,,,,"""2026-07-26 added altLabel 'helikon' based on YKL-mapping""@en",,2026-07-26,TARKISTA,Antiikin aikana lähinnä akustis-matemaattisiin mittauksiin käytetty yksikielinen soitin.,
fmpo:00679,,,,,,helikon,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,http://urn.fi/urn:nbn:fi:au:seko:00680,,morin huur,morim khuur,horse-head fiddle,,,,,http://www.yso.fi/onto/yso/p105251,Mongolia,,fmpo:00446,jousisoitin,,,http://www.wikidata.org/entity/Q1129422,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015480,,,,,,,,,TARKISTA,"Mongolian kansallissoittimena pidetty jousisoitin, ""hevosenpääviulu"".",
fmpo:00680,,,,,,hevosenpääviulu,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,khil-khuur,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,ma tʻou chʻin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,matou qin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,matouqin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,morin khuur,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,morin xuur,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,morin-khuur,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,morinhoor,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00680,,,,,,,,ma t`ou ch`in,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00681,http://urn.fi/urn:nbn:fi:au:seko:00681,,mōsōbiwa,mōsōbiwa,mōsōbiwa,,,,,http://www.yso.fi/onto/yso/p105023,Japani,,fmpo:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q116690387,,,,,,skos:broadMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015086,,,,,,,,,TARKISTA,Japanilainen nelikielinen luuttusoitin.,
fmpo:00681,,,,,,mosobiwa,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00682,http://urn.fi/urn:nbn:fi:au:seko:00682,,mridangam,mridangam,mridangam,,,,,http://www.yso.fi/onto/yso/p105027,Intia,,fmpo:00864,rumpu,https://github.com/NatLibFi/SEKO/issues/100,,http://www.wikidata.org/entity/Q744831,,,,,,,,,,,,,issue luotu,,2026-07-01,KESKEN,"Intialainen, kaksikalvoinen rumpu.",
fmpo:00682,,,,,,mrdanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00683,http://urn.fi/urn:nbn:fi:au:seko:00683,,mukhavina,mukhavina,mukhavina,,,,,http://www.yso.fi/onto/yso/p235077,Etelä-Intia,,fmpo:00715,oboesoitin,,,http://www.wikidata.org/entity/Q25380080,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015486,,,,,,,,,TARKISTA,"Eteläintialainen, oboetyyppinen puhallinsoitin.",
fmpo:00683,,,,,,mukha veena,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00683,,,,,,mukhavīṇā,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00684,http://urn.fi/urn:nbn:fi:au:seko:00684,,mukupiela,mukupiela,mukupela,,,,,"http://www.yso.fi/onto/yso/p107643,http://www.yso.fi/onto/yso/p108333,http://www.yso.fi/onto/yso/p110631",Angola|Kongo,,fmpo:01092,tiimalasirumpu,,,http://www.wikidata.org/entity/Q116690490,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015343,,,,,,,,,TARKISTA,"Angolassa ja Kongossa asuvien chokwejen kaksikalvoinen tiimalasirumpu, joka on koverrettu yhdestä puukappaleesta ja jossa on ääniaukko rungon kyljessä. Ääniaukkoon voidaan asettaa kalvo, jolla saadaan aikaan suriseva lisä-ääni.",
fmpo:00684,,,,,,mikupela,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00685,http://urn.fi/urn:nbn:fi:au:seko:00685,,munniharppu,mungiga,mouth harp,,,,,,,,fmpo:00953,soitin,https://github.com/NatLibFi/SEKO/issues/112,http://www.yso.fi/onto/yso/p30231,http://www.wikidata.org/entity/Q185003,,,,,,skos:exactMatch,https://id.loc.gov/authorities/performanceMediums/mp2013015360,,,,,,ISSUE created - change broader,,2026-07-03,KESKEN,"Idiofoni, jonka kieltä näppäilemällä synnytetty ääni vahvistetaan soittajan suuta resonaattorina käyttäen.",
fmpo:00685,,,,,,arpa de boca,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00685,,,,,,birimbao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00685,,,,,,Brummeisen,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00685,,,,,,crembalum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
