fmpo,skos:exactMatch seko,owl:deprecated,skos:prefLabel_fi,skos:prefLabel_sv,skos:prefLabel_en,skos:altLabel,alt_lang,skos:hiddenLabel,hidden_lang,spatial-uri,dct:spatial,skos:topConceptOf,skos:broader,skos:broader_Label,editorial_issue_URL,YSO-ID,wikidata-id,skos:editorialNote,H&S_notation,H&S-ID,MIMO-ID,dbpedia,SEKO-LCMPT-mapping,LCMPT-ID,rdfs:seeAlso,dct:isReplacedBy ,skos:related,skos:definition,skos:scopeNote,skos:changeNote,skos:historyNote,skos:modified,seko:statusNote,skos:noteSeko1,iconclass-uri
fmpo:00194,,,,,,clavicembalo,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,folding harpsichord,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,gravicembalo,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,hpd (cembalo),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,Kielflügel,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,klavesiini,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,klavisymbaali,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,matkacembalo,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,oktaavicembalo,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,Reisecembalo,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,travelling harpsichord,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,,,clavecin brise,fr,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00194,,,,,,,,Kielflugel,de,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00195,http://urn.fi/urn:nbn:fi:au:seko:00195,,cencerro,cencerro,cencerro,,,,,"http://www.yso.fi/onto/yso/p105209,http://www.yso.fi/onto/yso/p105005",Espanja|Latinalainen Amerikka,,fmpo:00485,kello,,,http://www.wikidata.org/entity/Q1236988,,,,,,,,,,,,,,,,TARKISTA,Espanjan ja Latinaisen Amerikan musiikissa käytettävä kello.,
fmpo:00195,,,,,,campaña de bongo,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00195,,,,,,karjankello,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00196,http://urn.fi/urn:nbn:fi:au:seko:00196,,ceṇḍa,ceṇḍa,ceṇḍa,,,,,http://www.yso.fi/onto/yso/p106044,Kerala,,fmpo:01015,sylinterirumpu,,,https://www.wikidata.org/wiki/Q954983,"OMU says ""ceṇḍe"" is a similar but smaller drum",,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015830,,,,,,,,,TARKISTA,"Keralalainen kaksikalvoinen sylinterirumpu, joka puusta tehty runko on 55 cm korkea ja halkaisijaltaan 22 cm.",
fmpo:00196,,,,,,cenda,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00196,,,,,,ceṇḍe,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00196,,,,,,chenda,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00196,,,,,,,,cende,en,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00197,http://urn.fi/urn:nbn:fi:au:seko:00197,,ceterone,ceterone,cittern,,,,,http://www.yso.fi/onto/yso/p105111,Italia,,fmpo:00940,sisteri,,,https://www.wikidata.org/wiki/Q5065645,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015152,,,,,,,,,TARKISTA,"Italialainen suurikokoinen sisteri, jota käytettiin 1500- ja 1600-luvuilla.",
fmpo:00197,,,,,,bassosisteri,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00197,,,,,,bassosisterni,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00197,,,,,,cisteron,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00197,,,,,,citara tiorbata,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00197,,,,,,gross cither,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00197,,,,,,gross Zittern,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,http://urn.fi/urn:nbn:fi:au:seko:00198,,chalumeau,chalumeau,chalumeau,,,,,http://www.yso.fi/onto/yso/p94111,Eurooppa,,fmpo:00513,klarinettisoitin,,,http://www.wikidata.org/entity/Q1060334,,,,,,,,,,,,,,,,TARKISTA,Klarinettityyppinen puhallinsoitin Euroopassa 1600-luvulta lähtien.,
fmpo:00198,,,,,,Chalimo,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,chalimou,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,chaloumeau,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,Clarineau,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,Kinderklarinette,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,mock trumpet,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,pocket clarineau,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,Pocketino-Chalumeau,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,ŝaljumo,eo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,salmò,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,salmoé,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,salmoè,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,schalamau,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,Schalümo,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,Schalümoo,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,scialumò,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,shalamo,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,taskuklarinetti,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,,,saljumo,eo,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,,,salmo,es,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,,,salmoe,it,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,,,Schalumo,de,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,,,Schalumoo,de,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00198,,,,,,,,scialumo,it,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00199,http://urn.fi/urn:nbn:fi:au:seko:00199,,chamberlin,chamberlin,chamberlin,,,,,,,,"fmpo:00543, fmpo:01021",kosketinsoitin|sähkösoitin,,,http://www.wikidata.org/entity/Q960650,,,,,,,,,,,,,,,,TARKISTA,"1960-luvun alussa suunniteltu sähköinen kosketinsoitin, mellotronin edeltäjä.",
fmpo:00200,http://urn.fi/urn:nbn:fi:au:seko:00200,,chang,chang,chang,,,,,"http://www.yso.fi/onto/yso/p105280,http://www.yso.fi/onto/yso/p107663,http://www.yso.fi/onto/yso/p106260",Iran|Azerbaidzan|Uzbekistan,,fmpo:00303,dulcimer,,,https://www.wikidata.org/wiki/Q2956018,,,,,,,,,,,,,,,,TARKISTA,Uzbekistanilainen sitrasoitin.,
fmpo:00201,http://urn.fi/urn:nbn:fi:au:seko:00201,,changgo,changgo,janggu,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:01092,tiimalasirumpu,,,https://www.wikidata.org/wiki/Q1062015,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015129,,,,,,,,,TARKISTA,"Korealainen kaksikalvoinen, tiimalasinmuotoinen rumpu.",
fmpo:00201,,,,,,chang-ko,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00201,,,,,,changgu,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00201,,,,,,janggo,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00201,,,,,,seyogo,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00201,,,,,,sŏlchanggo,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00201,,,,,,,,solchanggo,en,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00202,http://urn.fi/urn:nbn:fi:au:seko:00202,,changi,changi,changi,,,,,http://www.yso.fi/onto/yso/p106264,Georgia,,fmpo:00398,harppu,,,https://www.wikidata.org/wiki/Q4942171,,,,,,,,,,,,,,,,TARKISTA,Georgialainen harppu.,
fmpo:00202,,,,,,shimekvshe ,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00203,http://urn.fi/urn:nbn:fi:au:seko:00203,,charango,charango,charango,,,,,http://www.yso.fi/onto/yso/p105005,Latinalainen Amerikka,,fmpo:00709,näppäilysoitin,,,https://www.wikidata.org/wiki/Q468776,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015131,,,,,,,,,TARKISTA,"Latinalaisen Amerikan intiaanien kitarasoitin, jossa on vyötiäisen selkäkilvestä tehty kaikukoppa.",
fmpo:00204,http://urn.fi/urn:nbn:fi:au:seko:00204,,charka,charka,charka,,,,,http://www.yso.fi/onto/yso/p105005,Latinalainen Amerikka,,fmpo:01134,tulppakanavahuilu,,,https://www.wikidata.org/wiki/Q109326486,,,,,,,,,,,,,,,,TARKISTA,Latinalaisen Amerikan intiaanimusiikissa käytettävä tulppakanavahuilu.,
fmpo:00205,http://urn.fi/urn:nbn:fi:au:seko:00205,,chekeré,chekeré,shekere,,,,,http://www.yso.fi/onto/yso/p105269,Kuuba,,fmpo:00627,lyömäsoitin,,,https://www.wikidata.org/wiki/Q1043002,,,,,,,,,,,,,,,,TARKISTA,Afrokuubalaisessa musiikissa käytettävä helistin.,
fmpo:00205,,,,,,abwe,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00205,,,,,,aggué,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00205,,,,,,chekere,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00205,,,,,,sekere,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00206,http://urn.fi/urn:nbn:fi:au:seko:00206,,cheng,cheng,guzheng,,,,,http://www.yso.fi/onto/yso/p104984,Kiina,,fmpo:00709,näppäilysoitin,,,https://www.wikidata.org/wiki/Q726303,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015821,,,,,,,,,TARKISTA,Kiinalainen näppäiltävä sitrasoitin. Termiä käytetään joskus myös kiinalaisista suu-uruista (katso sheng).,
fmpo:00206,,,,,,zeng,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00206,,,,,,zheng,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00207,http://urn.fi/urn:nbn:fi:au:seko:00207,TRUE,chepa,chepa,chepa,,,,,http://www.yso.fi/onto/yso/p105005,Latinalainen Amerikka,,fmpo:00801,puhallinsoitin,https://github.com/NatLibFi/SEKO/issues/33,,MISSING,no information found,,,,,,,,FALSE,,,,,,,KESKEN,Latinalaisen Amerikan intiaanimusiikissa käytettävä puhallinsoitin.,
fmpo:00208,http://urn.fi/urn:nbn:fi:au:seko:00208,,chi,chi,chi,,,,,"http://www.yso.fi/onto/yso/p104984,http://www.yso.fi/onto/yso/p109302",Kiina|Korea,,fmpo:00418,huilusoitin,,,http://www.wikidata.org/entity/Q5953170,,,,,,,,,,,,,,,,TARKISTA,Kiinassa ja Koreassa käytettävä poikkihuilu.,
fmpo:00209,http://urn.fi/urn:nbn:fi:au:seko:00209,,chikuzenbiwa,chikuzen biwa,chikuzenbiwa,,,,,http://www.yso.fi/onto/yso/p105023,Japani,,fmpo:00139,biwa,,,https://www.wikidata.org/wiki/Q109326711,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015086,,,,,,,,,TARKISTA,Japanilainen nelikielinen luuttusoitin.,
fmpo:00210,http://urn.fi/urn:nbn:fi:au:seko:00210,,chillador,chillador,chillador,,,,,"http://www.yso.fi/onto/yso/p108111,http://www.yso.fi/onto/yso/p105005",Chile|Latinalainen Amerikka,,fmpo:00504,kitara,,,https://www.wikidata.org/wiki/Q5099012,,,,,,,,,,,,,,,,TARKISTA,"Latinalaisen Amerikan, erityisesti Chilen, musiikissa käytettävä pieni kitara.",
fmpo:00211,http://urn.fi/urn:nbn:fi:au:seko:00211,,chin,guqin ,guqin ,,,,,http://www.yso.fi/onto/yso/p104984,Kiina,,fmpo:00943,sitra,,,https://www.wikidata.org/wiki/Q723720,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015582,,,,,,,,,TARKISTA,"Kiinalainen silkkikielinen sitrasoitin, jonka nimitys on historiallisesti vaihdellut.",
fmpo:00211,,,,,,ch'in,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00211,,,,,,qin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00211,,,,,,quin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00211,,,,,,quqin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00212,http://urn.fi/urn:nbn:fi:au:seko:00212,,ch'ing,qing,qing,,,,,http://www.yso.fi/onto/yso/p104984,Kiina,,fmpo:00605,litofoni,,,https://www.wikidata.org/wiki/Q7564871,"Note: ""bianqing"" is a series of qing.",,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015125,,,,"Thin stone musical instruments used as chimes, typically made of jade  A set of qing is called a bianqing.(Wikipedia)",,,,,valid,Kiinalainen kivisoitin (litofoni).,
fmpo:00212,,,,,,sounding stone,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00212,,,,,,musical stone,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00212,,,,,,pien-ch'ing,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00213,http://urn.fi/urn:nbn:fi:au:seko:00213,,ching (gongi),jing,jing,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00376,gongi,,,https://www.wikidata.org/wiki/Q2815701,,,,,,,,,,,,,,,,TARKISTA,"Korealainen, pronssista valmistettu gongi.",
fmpo:00213,,,,,,jing,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00214,http://urn.fi/urn:nbn:fi:au:seko:00214,,ching (lautanen),ching,ching,,,,,http://www.yso.fi/onto/yso/p105243,Thaimaa,,fmpo:00585,lautanen,,,https://www.wikidata.org/wiki/Q2066397,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015195,,,,,,,,,TARKISTA,Thaimaassa käytetyt metalliset lautaset.,
fmpo:00214,,,,,,chheng,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00215,http://urn.fi/urn:nbn:fi:au:seko:00215,,jingo,jingo,jingo,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00864,rumpu,,,http://www.wikidata.org/entity/Q12618162,,,,,,,,,,,,,,,,TARKISTA,Korealainen tynnyrinmuotoinen rumpu.,
fmpo:00215,,,,,,chin ko,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00215,,,,,,chin'go,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00216,http://urn.fi/urn:nbn:fi:au:seko:00216,,chipendani,chipendani,chipendani,,,,,"http://www.yso.fi/onto/yso/p105885,http://www.yso.fi/onto/yso/p106013",Zimbabwe|Mosambik,,fmpo:01002,suujousi,,,http://www.wikidata.org/entity/Q106805416,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015140,,,,,,,,,TARKISTA,Zimbabwelainen ja mosambikilainen suujousi.,
fmpo:00216,,,,,,tshipendani,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00217,http://urn.fi/urn:nbn:fi:au:seko:00217,,chirimia,chirimia,chirimia,,,,,"http://www.yso.fi/onto/yso/p105209,http://www.yso.fi/onto/yso/p105005",Espanja|Latinalainen Amerikka,,fmpo:00715,oboesoitin,,,http://www.wikidata.org/entity/Q196318,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015141,,,,,,,,,TARKISTA,Espanjassa ja Latinalaisen Amerikan intiaanimusiikissa käytettävä oboetyyppinen puhallinsoitin.,
fmpo:00217,,,,,,chirisuya,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00217,,,,,,gralla,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00218,http://urn.fi/urn:nbn:fi:au:seko:00218,,chitarra battente,chitarra battente,chitarra battente,,,,,,,,fmpo:00504,kitara,,,http://www.wikidata.org/entity/Q2297117,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015142,,,,,,,,,TARKISTA,"1600–1700-luvuilla suosittu kuperapohjainen kitara, jossa on viisi metallikieliparia.",
fmpo:00218,,,,,,guitare battente,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00218,,,,,,guitare en bateau,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00218,,,,,,Schlagguitarre,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00219,http://urn.fi/urn:nbn:fi:au:seko:00219,,chok,chok, chǒk,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00418,huilusoitin,,,http://www.wikidata.org/entity/Q12614922,,,,,,,,,,,,,,,,TARKISTA,Korealainen bambuhuilu.,
fmpo:00219,,,,,,jeok,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00219,,,,,,적,ko,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00220,http://urn.fi/urn:nbn:fi:au:seko:00220,,ch'uk,ch'uk,chuk,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q12620014,,,,,,,,,,,,,,,,TARKISTA,Korealainen lyömäsoitin.,
fmpo:00220,,,,,,chuk,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00221,http://urn.fi/urn:nbn:fi:au:seko:00221,,biên chung,biên chung,biên chung,,,,,"http://www.yso.fi/onto/yso/p104988,http://www.yso.fi/onto/yso/p104984,http://www.yso.fi/onto/yso/p109302",Vietnam,,fmpo:x477,bianzhong,https://github.com/NatLibFi/SEKO/issues/34,,http://www.wikidata.org/entity/Q133722,Huế Royal Court Music (Nhã nhạc),111.242.221,,,,,,,,seko:87477|seko:00221|seko:00823,,"""Used in ceremonies in the Vietnamese court at Huế, is called biên chung.""@en","changed preflabale from chung to bien chung; added reference to bianzhong, pyeonjong",,2026-06-26,valid,Kiinalainen pronssinen kello.,
fmpo:00221,,,,,,chung,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00222,http://urn.fi/urn:nbn:fi:au:seko:00222,,chunggŭm,junggeum,junggeum,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00082,bambuhuilu,,,http://www.wikidata.org/entity/Q6312746,,,,,,,,,,,,,,,,TARKISTA,Aasialainen bambuhuilu.,
fmpo:00222,,,,,,chunggum,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00222,,,,,,chunggŭm,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00223,http://urn.fi/urn:nbn:fi:au:seko:00223,,chwago,chwago,chwago,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00864,rumpu,,,http://www.wikidata.org/entity/Q85985374,,,,,,,,,,,,,,,,TARKISTA,Korealainen tynnyrinmuotoinen rumpu.,
fmpo:00223,,,,,,jwago,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00224,http://urn.fi/urn:nbn:fi:au:seko:00224,,çifte,çifte,çifte,,,,,http://www.yso.fi/onto/yso/p105573,Turkki,,fmpo:00513,klarinettisoitin,,,http://www.wikidata.org/entity/Q116982693,,,,,,skos:exactMatch,https://id.loc.gov/authorities/performanceMediums/mp2013015147,,,,,,,,,TARKISTA,Turkkilainen kaksoisklarinetti.,
fmpo:00224,,,,,,cifte,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00225,http://urn.fi/urn:nbn:fi:au:seko:00225,,çifteli,çifteli,çifteli,,,,,http://www.yso.fi/onto/yso/p109229,Albania,,fmpo:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q272827,,,,,,,,,,,,,,,,TARKISTA,Albanialainen kaksikielinen luuttusoitin.,
fmpo:00225,,,,,,cifteli,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,http://urn.fi/urn:nbn:fi:au:seko:00226,,cimbalom,tsymbaly,cimbalom,,,,,http://www.yso.fi/onto/yso/p105029,Unkari,,fmpo:00303,dulcimer,,http://www.yso.fi/onto/yso/p29807,http://www.wikidata.org/entity/Q8374,,314.122-4,,http://www.mimo-db.eu/InstrumentsKeywords/3633,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015700,,,,,,,,2026-06-26,valid,"Unkarilainen, dulcimerin kaltainen laatikkositra, josta tunnetaan lähialueilla useita erinimisiä muotoja. Cimbalom on ns. mustalaisorkestereiden perussoittimia.",
fmpo:00226,,,,,,czimbalom,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,symbaali (cimbalom),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,ţambal,ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,timbala,ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,timblon,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,timbula,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,zimbalom,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00226,,,,,,,,tambal,ro,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00227,http://urn.fi/urn:nbn:fi:au:seko:00227,,cimpoi,cimpoi,cimpoi,,,,,"http://www.yso.fi/onto/yso/p105030,http://www.yso.fi/onto/yso/p107667",Romania|Moldova,,fmpo:01024,säkkipilli,,,http://www.wikidata.org/entity/Q4516010,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015039,,,,,,,,,TARKISTA,Romanian ja Moldovan alueilla käytettävä säkkipilli.,
fmpo:00227,,,,,,cimpoiu,ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00228,http://urn.fi/urn:nbn:fi:au:seko:00228,,cinco,cinco,cinco,,,,,http://www.yso.fi/onto/yso/p107681,Venezuela,,fmpo:00504,kitara,,,http://www.wikidata.org/entity/Q117038083,,,,,,,,,,,,,,,,TARKISTA,Venezuelalainen viisikielinen kitara.,
fmpo:00228,,,,,,quinto (kitara),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00229,http://urn.fi/urn:nbn:fi:au:seko:00229,,citera,citera,citera,,,,,http://www.yso.fi/onto/yso/p105223,Itä-Eurooppa,,fmpo:00943,sitra,,,http://www.wikidata.org/entity/Q21013802,,,,,,,,,,,,,,,,TARKISTA,"Itä-Euroopassa käytettävä laatikkositra, joka muistuttaa norjalaista langleik-soitinta.",
fmpo:00229,,,,,,citra,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,http://urn.fi/urn:nbn:fi:au:seko:00230,,citole,citole,citole,,,,,http://www.yso.fi/onto/yso/p108161,Keski-Eurooppa,,fmpo:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q665657,,,,,,,,,,,,,,,,TARKISTA,"Keskiaikainen näppäiltävä luuttusoitin, joka oli käytössä noin vuosina 1200–1350.",
fmpo:00230,,,,,,cedra (citole),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cetera (citole),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cetola,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cetra (citole),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cetula,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,chytara,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cistola,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cistole,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,citera (citole),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cithara (citole),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,citola,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cítola (citole),es,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,citula,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cuitole,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cythera,gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cythole,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cytiole,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,cytolys,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,gittern (citole),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,guitare sarrazine,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,maurache,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,sitole,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,sytholle,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,sytole,und,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,Zitôl,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,,,citola (citole),es,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00230,,,,,,,,Zitol,de,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:00231,http://urn.fi/urn:nbn:fi:au:seko:00231,,clavecin électrique,clavecin électrique,electric harpsichord,,,,,http://www.yso.fi/onto/yso/p104968,Ranska,,"fmpo:01021, fmpo:00487, fmpo:00543",sähkösoitin|kellopeli|kosketinsoitin,,,http://www.wikidata.org/entity/Q1149847,,,,,,,,,,,,,,,,TARKISTA,"Vuonna 1759 kehitetty, maailman ensimmäinen staattista sähköä käyttänyt kosketinsoitinkellopeli.",
