LCSH-label,LCSH-label-type,LCSH-URI
Cetra,altLabel,http://id.loc.gov/authorities/subjects/sh85043378
Portuguese guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85043378
Acoustic bass guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2008002881
Folk bass guitar,altLabel,http://id.loc.gov/authorities/subjects/sh2008002881
Air guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2004006680
Bajo sexto,prefLabel,http://id.loc.gov/authorities/subjects/sh2002000274
Cavaquinho,prefLabel,http://id.loc.gov/authorities/subjects/sh99003516
Braga,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Braguinha,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machada,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machete (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machete-de-braga,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machetinho,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Charango,prefLabel,http://id.loc.gov/authorities/subjects/sh86007107
Chitarra battente,prefLabel,http://id.loc.gov/authorities/subjects/sh99000455
Guitare en bateau,altLabel,http://id.loc.gov/authorities/subjects/sh99000455
Cigar box guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2011004802
Cuatro (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85034543
Cuatro puertorriqueño,altLabel,http://id.loc.gov/authorities/subjects/sh85034543
D'Angelico guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2009000339
Electric guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh86008003
E-guitar,altLabel,http://id.loc.gov/authorities/subjects/sh86008003
"Guitar, Electric",altLabel,http://id.loc.gov/authorities/subjects/sh86008003
Electric acoustic guitar,altLabel,http://id.loc.gov/authorities/subjects/sh86008003
Electro-acoustic guitar,altLabel,http://id.loc.gov/authorities/subjects/sh86008003
Electroacoustic guitar,altLabel,http://id.loc.gov/authorities/subjects/sh86008003
English guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85043378
Cetra,altLabel,http://id.loc.gov/authorities/subjects/sh85043378
Portuguese guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85043378
Epiphone guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh97002895
Gibson guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2008020292
Gretsch guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh96010776
Guitarrón,prefLabel,http://id.loc.gov/authorities/subjects/sh94005016
Harp-lute,prefLabel,http://id.loc.gov/authorities/subjects/sh92005568
Harp-lute guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85059000
Hawaiian guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85059367
"Guitar, Hawaiian",altLabel,http://id.loc.gov/authorities/subjects/sh85059367
"Guitar, Steel",altLabel,http://id.loc.gov/authorities/subjects/sh85059367
Hawaiian steel guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85059367
Kīkā kila,altLabel,http://id.loc.gov/authorities/subjects/sh85059367
Pedal steel guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85059367
Steel guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85059367
Lyre-guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85079177
Martin guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh95009238
Maton guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2017000168
PRS guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001215
Paul Reed Smith guitar,altLabel,http://id.loc.gov/authorities/subjects/sh2016001215
Smith guitar,altLabel,http://id.loc.gov/authorities/subjects/sh2016001215
Resonator guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85038690
Dobro,altLabel,http://id.loc.gov/authorities/subjects/sh85038690
Resophonic guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85038690
Stella guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2007003978
Tiple (Plucked instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh90003629
Tiple (Plectral instrument),altLabel,http://id.loc.gov/authorities/subjects/sh90003629
Timple (Plectral instrument),altLabel,http://id.loc.gov/authorities/subjects/sh90003629
Guitarillo (Plectral instrument),altLabel,http://id.loc.gov/authorities/subjects/sh90003629
Tres (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh98005177
Ukulele,prefLabel,http://id.loc.gov/authorities/subjects/sh85139417
Taro patch fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh85139417
Taropatch,altLabel,http://id.loc.gov/authorities/subjects/sh85139417
Uke,altLabel,http://id.loc.gov/authorities/subjects/sh85139417
Ukelele,altLabel,http://id.loc.gov/authorities/subjects/sh85139417
Yukelele,altLabel,http://id.loc.gov/authorities/subjects/sh85139417
Viola d'arame,prefLabel,http://id.loc.gov/authorities/subjects/sh92005169
Portuguese viola,altLabel,http://id.loc.gov/authorities/subjects/sh92005169
Viola braguesa,altLabel,http://id.loc.gov/authorities/subjects/sh92005169
Viola chuleira,altLabel,http://id.loc.gov/authorities/subjects/sh92005169
Viola de arame,altLabel,http://id.loc.gov/authorities/subjects/sh92005169
Viola-de-cocho,prefLabel,http://id.loc.gov/authorities/subjects/sh96002740
Kamele ngoni,prefLabel,http://id.loc.gov/authorities/subjects/sh2001003367
Kamale ngoni,altLabel,http://id.loc.gov/authorities/subjects/sh2001003367
Kora (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85072948
Pedal steel guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh2022006351
Aeolian harp,prefLabel,http://id.loc.gov/authorities/subjects/sh85001245
Eolian harp,altLabel,http://id.loc.gov/authorities/subjects/sh85001245
Audeharp,prefLabel,http://id.loc.gov/authorities/subjects/sh2005002206
Celtic harp,prefLabel,http://id.loc.gov/authorities/subjects/sh90005020
Gaelic harp,altLabel,http://id.loc.gov/authorities/subjects/sh90005020
Irish harp,altLabel,http://id.loc.gov/authorities/subjects/sh90005020
Scottish harp,altLabel,http://id.loc.gov/authorities/subjects/sh90005020
Welsh harp,altLabel,http://id.loc.gov/authorities/subjects/sh90005020
Clavi-harp,prefLabel,http://id.loc.gov/authorities/subjects/sh85026841
Claviharpe,altLabel,http://id.loc.gov/authorities/subjects/sh85026841
Keyed harp,altLabel,http://id.loc.gov/authorities/subjects/sh85026841
Kong hou,prefLabel,http://id.loc.gov/authorities/subjects/sh99001859
Konghou,altLabel,http://id.loc.gov/authorities/subjects/sh99001859
Kʻung hou,altLabel,http://id.loc.gov/authorities/subjects/sh99001859
Saùng-gauk,prefLabel,http://id.loc.gov/authorities/subjects/sh96011285
Burmese harp,altLabel,http://id.loc.gov/authorities/subjects/sh96011285
Coṅʻʺ,altLabel,http://id.loc.gov/authorities/subjects/sh96011285
Coṅʻʺ kokʻ,altLabel,http://id.loc.gov/authorities/subjects/sh96011285
Tsaung,altLabel,http://id.loc.gov/authorities/subjects/sh96011285
Triple harp,prefLabel,http://id.loc.gov/authorities/subjects/sh2019103095
Baroque triple harp,altLabel,http://id.loc.gov/authorities/subjects/sh2019103095
Italian chromatic harp,altLabel,http://id.loc.gov/authorities/subjects/sh2019103095
Welsh harp (Triple harp),altLabel,http://id.loc.gov/authorities/subjects/sh2019103095
Welsh triple harp,altLabel,http://id.loc.gov/authorities/subjects/sh2019103095
Sound sculpture,prefLabel,http://id.loc.gov/authorities/subjects/sh85125400
Sound art,prefLabel,http://id.loc.gov/authorities/subjects/sh2020008042
Ars acustica,altLabel,http://id.loc.gov/authorities/subjects/sh2020008042
Audio art,altLabel,http://id.loc.gov/authorities/subjects/sh2020008042
Archlute,prefLabel,http://id.loc.gov/authorities/subjects/sh85006930
Archiluth,altLabel,http://id.loc.gov/authorities/subjects/sh85006930
Arcileuto,altLabel,http://id.loc.gov/authorities/subjects/sh85006930
Arciliuto,altLabel,http://id.loc.gov/authorities/subjects/sh85006930
Erzlaute,altLabel,http://id.loc.gov/authorities/subjects/sh85006930
Liuto attiorbato,altLabel,http://id.loc.gov/authorities/subjects/sh85006930
Balalaika,prefLabel,http://id.loc.gov/authorities/subjects/sh85011113
Balalayka,altLabel,http://id.loc.gov/authorities/subjects/sh85011113
Balabayka,altLabel,http://id.loc.gov/authorities/subjects/sh85011113
Bandolín,prefLabel,http://id.loc.gov/authorities/subjects/sh2014000455
Bandurria,prefLabel,http://id.loc.gov/authorities/subjects/sh85011503
Bandola,altLabel,http://id.loc.gov/authorities/subjects/sh85011503
Banjo,prefLabel,http://id.loc.gov/authorities/subjects/sh85011545
Biwa,prefLabel,http://id.loc.gov/authorities/subjects/sh85014494
Bouzouki,prefLabel,http://id.loc.gov/authorities/subjects/sh85016135
Bouzoukee,altLabel,http://id.loc.gov/authorities/subjects/sh85016135
Buzuki,altLabel,http://id.loc.gov/authorities/subjects/sh85016135
Buzuq,altLabel,http://id.loc.gov/authorities/subjects/sh85016135
Colascione,prefLabel,http://id.loc.gov/authorities/subjects/sh97000413
Calachon,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Calascione,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Calchedon,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Callichone,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Colachon,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Galizona,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Gallichone,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Gallizona,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Mandora,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Mandorlauten,altLabel,http://id.loc.gov/authorities/subjects/sh97000413
Dömbra (Two-stringed lute),prefLabel,http://id.loc.gov/authorities/subjects/sh85039011
Dombira,altLabel,http://id.loc.gov/authorities/subjects/sh85039011
Dömbra,altLabel,http://id.loc.gov/authorities/subjects/sh85039011
Dumbrak,altLabel,http://id.loc.gov/authorities/subjects/sh85039011
Domra,prefLabel,http://id.loc.gov/authorities/subjects/sh2012002051
Dutār,prefLabel,http://id.loc.gov/authorities/subjects/sh89005926
Dotār,altLabel,http://id.loc.gov/authorities/subjects/sh89005926
Gambus,prefLabel,http://id.loc.gov/authorities/subjects/sh2020005558
Gambus lute,altLabel,http://id.loc.gov/authorities/subjects/sh2020005558
Guinbri,prefLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gimbri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gmbri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gnbri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gogo (Lute),altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gombri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Guembri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Guenbrit,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Guimbri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gumbri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gunbri,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Gunibr,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Hejhuj,altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Sintir (Lute),altLabel,http://id.loc.gov/authorities/subjects/sh98002820
Guitarra portuguesa,prefLabel,http://id.loc.gov/authorities/subjects/sh96004056
Harp-lute guitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85059000
Kacapi (Lute),prefLabel,http://id.loc.gov/authorities/subjects/sh97004228
Kacaping,altLabel,http://id.loc.gov/authorities/subjects/sh97004228
Kecapi,altLabel,http://id.loc.gov/authorities/subjects/sh97004228
Kucapi,altLabel,http://id.loc.gov/authorities/subjects/sh97004228
Kobza,prefLabel,http://id.loc.gov/authorities/subjects/sh85072764
Kobsa,altLabel,http://id.loc.gov/authorities/subjects/sh85072764
Komuz,prefLabel,http://id.loc.gov/authorities/subjects/sh99004207
Kopuz,prefLabel,http://id.loc.gov/authorities/subjects/sh97004570
Qopuz,altLabel,http://id.loc.gov/authorities/subjects/sh97004570
Qupuz,altLabel,http://id.loc.gov/authorities/subjects/sh97004570
Kudyapi,prefLabel,http://id.loc.gov/authorities/subjects/sh2018000774
Kutiyapi,altLabel,http://id.loc.gov/authorities/subjects/sh2018000774
Kutyapi,altLabel,http://id.loc.gov/authorities/subjects/sh2018000774
Lavta,prefLabel,http://id.loc.gov/authorities/subjects/sh2013001063
Politiko laouto,altLabel,http://id.loc.gov/authorities/subjects/sh2013001063
Liu qin,prefLabel,http://id.loc.gov/authorities/subjects/sh93005851
Liu chʻin,altLabel,http://id.loc.gov/authorities/subjects/sh93005851
Mandola,prefLabel,http://id.loc.gov/authorities/subjects/sh85080450
Mandora,altLabel,http://id.loc.gov/authorities/subjects/sh85080450
Mandore,altLabel,http://id.loc.gov/authorities/subjects/sh85080450
Orpharion,prefLabel,http://id.loc.gov/authorities/subjects/sh92004632
Oud,prefLabel,http://id.loc.gov/authorities/subjects/sh85096113
Oude,altLabel,http://id.loc.gov/authorities/subjects/sh85096113
ʻŪd,altLabel,http://id.loc.gov/authorities/subjects/sh85096113
Phin (Lute),prefLabel,http://id.loc.gov/authorities/subjects/sh2017004437
Pi pa,prefLabel,http://id.loc.gov/authorities/subjects/sh85101713
Chinese lute,altLabel,http://id.loc.gov/authorities/subjects/sh85101713
Pipa,altLabel,http://id.loc.gov/authorities/subjects/sh85101713
Ruan,prefLabel,http://id.loc.gov/authorities/subjects/sh97000225
Chung juan,altLabel,http://id.loc.gov/authorities/subjects/sh97000225
Juan,altLabel,http://id.loc.gov/authorities/subjects/sh97000225
Zhong ruan,altLabel,http://id.loc.gov/authorities/subjects/sh97000225
San xian,prefLabel,http://id.loc.gov/authorities/subjects/sh85117107
Hsien tse,altLabel,http://id.loc.gov/authorities/subjects/sh85117107
San hsien,altLabel,http://id.loc.gov/authorities/subjects/sh85117107
Sanxian,altLabel,http://id.loc.gov/authorities/subjects/sh85117107
Xian ze,altLabel,http://id.loc.gov/authorities/subjects/sh85117107
Xianzi,altLabel,http://id.loc.gov/authorities/subjects/sh85117107
Sanshin,prefLabel,http://id.loc.gov/authorities/subjects/sh93004365
Jabisen,altLabel,http://id.loc.gov/authorities/subjects/sh93004365
Jamisen,altLabel,http://id.loc.gov/authorities/subjects/sh93004365
Sapeh,prefLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sambe,altLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sampeh,altLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sampeq,altLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sampiʹ,altLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sape,altLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sapi (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2001009290
Sarod,prefLabel,http://id.loc.gov/authorities/subjects/sh85117575
Saz,prefLabel,http://id.loc.gov/authorities/subjects/sh85117885
Setār (Iranian musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh96005270
Saitār,altLabel,http://id.loc.gov/authorities/subjects/sh96005270
Sehtār,altLabel,http://id.loc.gov/authorities/subjects/sh96005270
Setā (Iranian musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh96005270
Setór (Iranian musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh96005270
Sihtār,altLabel,http://id.loc.gov/authorities/subjects/sh96005270
Shamisen,prefLabel,http://id.loc.gov/authorities/subjects/sh85121095
Samisen,altLabel,http://id.loc.gov/authorities/subjects/sh85121095
Sangen,altLabel,http://id.loc.gov/authorities/subjects/sh85121095
Sharki,prefLabel,http://id.loc.gov/authorities/subjects/sh2023000220
Šargija,altLabel,http://id.loc.gov/authorities/subjects/sh2023000220
Shargia,altLabel,http://id.loc.gov/authorities/subjects/sh2023000220
Sharkia,altLabel,http://id.loc.gov/authorities/subjects/sh2023000220
Shudraga,prefLabel,http://id.loc.gov/authorities/subjects/sh97006479
Śanja,altLabel,http://id.loc.gov/authorities/subjects/sh97006479
Shandz,altLabel,http://id.loc.gov/authorities/subjects/sh97006479
Shandze,altLabel,http://id.loc.gov/authorities/subjects/sh97006479
Shanz,altLabel,http://id.loc.gov/authorities/subjects/sh97006479
Shidurgu,altLabel,http://id.loc.gov/authorities/subjects/sh97006479
Śhuduġu,altLabel,http://id.loc.gov/authorities/subjects/sh97006479
Simsimīyya,prefLabel,http://id.loc.gov/authorities/subjects/sh2004002321
Semsemiya,altLabel,http://id.loc.gov/authorities/subjects/sh2004002321
Semsemiyya,altLabel,http://id.loc.gov/authorities/subjects/sh2004002321
Simsimijah,altLabel,http://id.loc.gov/authorities/subjects/sh2004002321
Simsimīyah,altLabel,http://id.loc.gov/authorities/subjects/sh2004002321
Sumsumīyya,altLabel,http://id.loc.gov/authorities/subjects/sh2004002321
Sitar,prefLabel,http://id.loc.gov/authorities/subjects/sh85123019
Citara,altLabel,http://id.loc.gov/authorities/subjects/sh85123019
Setar (South Asian musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85123019
Tambūrā (Drone lute),prefLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Pandur,altLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Tamboura,altLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Tambura,altLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Tambūrī,altLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Tampūrī,altLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Tanpūrā,altLabel,http://id.loc.gov/authorities/subjects/sh2009003286
Tambura (Fretted lute),prefLabel,http://id.loc.gov/authorities/subjects/sh2009001802
Tambouritza,altLabel,http://id.loc.gov/authorities/subjects/sh2009001802
Tambura,altLabel,http://id.loc.gov/authorities/subjects/sh2009001802
Tamburica,altLabel,http://id.loc.gov/authorities/subjects/sh2009001802
Tamburitza,altLabel,http://id.loc.gov/authorities/subjects/sh2009001802
Ṭanbūr,prefLabel,http://id.loc.gov/authorities/subjects/sh98004149
Ṭambūr,altLabel,http://id.loc.gov/authorities/subjects/sh98004149
Tanboor,altLabel,http://id.loc.gov/authorities/subjects/sh98004149
Tanbura (Lute),altLabel,http://id.loc.gov/authorities/subjects/sh98004149
Tar (Lute),prefLabel,http://id.loc.gov/authorities/subjects/sh85132443
Taar,altLabel,http://id.loc.gov/authorities/subjects/sh85132443
Tar (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85132443
Theorbo,prefLabel,http://id.loc.gov/authorities/subjects/sh85134711
Chitarrone,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Téorbe,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Theorb,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Théorbe,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Tiorba,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Tuorba,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Tuorbe,altLabel,http://id.loc.gov/authorities/subjects/sh85134711
Vihuela,prefLabel,http://id.loc.gov/authorities/subjects/sh85143331
Vihuela comun,altLabel,http://id.loc.gov/authorities/subjects/sh85143331
Vihuela de mano,altLabel,http://id.loc.gov/authorities/subjects/sh85143331
Yue qin,prefLabel,http://id.loc.gov/authorities/subjects/sh85149436
Moon guitar,altLabel,http://id.loc.gov/authorities/subjects/sh85149436
Moon lute,altLabel,http://id.loc.gov/authorities/subjects/sh85149436
Yüeh chʻin,altLabel,http://id.loc.gov/authorities/subjects/sh85149436
Yueqin,altLabel,http://id.loc.gov/authorities/subjects/sh85149436
Bağlama,prefLabel,http://id.loc.gov/authorities/subjects/sh85010967
Surbahar,prefLabel,http://id.loc.gov/authorities/subjects/sh88006711
Apollo-lyre,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002140
Begena,prefLabel,http://id.loc.gov/authorities/subjects/sh2004005568
Baganā,altLabel,http://id.loc.gov/authorities/subjects/sh2004005568
Beganna,altLabel,http://id.loc.gov/authorities/subjects/sh2004005568
Cithara,prefLabel,http://id.loc.gov/authorities/subjects/sh85026120
Kithara,altLabel,http://id.loc.gov/authorities/subjects/sh85026120
Jouhikko,prefLabel,http://id.loc.gov/authorities/subjects/sh93005609
Surrogate kithara,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001694
Cavaquinho,prefLabel,http://id.loc.gov/authorities/subjects/sh99003516
Braga,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Braguinha,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machada,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machete (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machete-de-braga,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Machetinho,altLabel,http://id.loc.gov/authorities/subjects/sh99003516
Mandoloncello,prefLabel,http://id.loc.gov/authorities/subjects/sh2001002509
Mando-cello,altLabel,http://id.loc.gov/authorities/subjects/sh2001002509
Mandocello,altLabel,http://id.loc.gov/authorities/subjects/sh2001002509
Phin (Lute),prefLabel,http://id.loc.gov/authorities/subjects/sh2017004437
Phin pia,prefLabel,http://id.loc.gov/authorities/subjects/sh00000585
Kse diev,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Phia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Phin phia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Phi-n phia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Pia (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Pin pia,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Pin piah,altLabel,http://id.loc.gov/authorities/subjects/sh00000585
Seung,prefLabel,http://id.loc.gov/authorities/subjects/sh93005477
Serng,altLabel,http://id.loc.gov/authorities/subjects/sh93005477
Soung,altLabel,http://id.loc.gov/authorities/subjects/sh93005477
Sueng,altLabel,http://id.loc.gov/authorities/subjects/sh93005477
Sưng,altLabel,http://id.loc.gov/authorities/subjects/sh93005477
Bandura,prefLabel,http://id.loc.gov/authorities/subjects/sh85011502
Bandoura,altLabel,http://id.loc.gov/authorities/subjects/sh85011502
Gusli,prefLabel,http://id.loc.gov/authorities/subjects/sh85057988
Husli,altLabel,http://id.loc.gov/authorities/subjects/sh85057988
Krez,altLabel,http://id.loc.gov/authorities/subjects/sh85057988
Gottuvadyam,prefLabel,http://id.loc.gov/authorities/subjects/sh94001299
Block instrument,altLabel,http://id.loc.gov/authorities/subjects/sh94001299
Mahanataka vina,altLabel,http://id.loc.gov/authorities/subjects/sh94001299
Vicitra vina,prefLabel,http://id.loc.gov/authorities/subjects/sh2009007023
Vichitra vina,altLabel,http://id.loc.gov/authorities/subjects/sh2009007023
Appalachian dulcimer,prefLabel,http://id.loc.gov/authorities/subjects/sh85006067
American dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85006067
;Appalachian mountain dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85006067
"Dulcimer, American",altLabel,http://id.loc.gov/authorities/subjects/sh85006067
"Dulcimer, Appalachian",altLabel,http://id.loc.gov/authorities/subjects/sh85006067
"Dulcimer, Kentucky",altLabel,http://id.loc.gov/authorities/subjects/sh85006067
"Dulcimer, Lap",altLabel,http://id.loc.gov/authorities/subjects/sh85006067
"Dulcimer, Mountain",altLabel,http://id.loc.gov/authorities/subjects/sh85006067
"Dulcimer, Plucked",altLabel,http://id.loc.gov/authorities/subjects/sh85006067
Kentucky dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85006067
Mountain dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85006067
Lap dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85006067
Plucked dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85006067
Autoharp,prefLabel,http://id.loc.gov/authorities/subjects/sh85010074
Bulbultarang,prefLabel,http://id.loc.gov/authorities/subjects/sh96004231
Bānjo (Zither),altLabel,http://id.loc.gov/authorities/subjects/sh96004231
Benju,altLabel,http://id.loc.gov/authorities/subjects/sh96004231
Bulbultala,altLabel,http://id.loc.gov/authorities/subjects/sh96004231
Māṇḍolīn (Zither),altLabel,http://id.loc.gov/authorities/subjects/sh96004231
Pulpultārā,altLabel,http://id.loc.gov/authorities/subjects/sh96004231
Citaharp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002136
Đàn bâù,prefLabel,http://id.loc.gov/authorities/subjects/sh2003010663
Đàn độc huyền,altLabel,http://id.loc.gov/authorities/subjects/sh2003010663
Đàn tranh,prefLabel,http://id.loc.gov/authorities/subjects/sh00006271
Dolceola,prefLabel,http://id.loc.gov/authorities/subjects/sh2002004316
Dulcimer,prefLabel,http://id.loc.gov/authorities/subjects/sh85039933
"Dulcimer, Hammer",altLabel,http://id.loc.gov/authorities/subjects/sh85039933
"Dulcimer, Hammered",altLabel,http://id.loc.gov/authorities/subjects/sh85039933
Hammer dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85039933
Hammered dulcimer,altLabel,http://id.loc.gov/authorities/subjects/sh85039933
Salterio,altLabel,http://id.loc.gov/authorities/subjects/sh85039933
Epinette des Vosges (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh89003637
Bûche (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh89003637
Epinette de Vosges (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh89003637
Harmonic canon (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh99000859
Harp zither,prefLabel,http://id.loc.gov/authorities/subjects/sh86004387
Guitar zither,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
MacArthur harp,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
Mandolin guitar zither,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
Mandolin harp,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
Mandolin harp zither,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
Mandolin zither,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
Zither harp,altLabel,http://id.loc.gov/authorities/subjects/sh86004387
Harpola (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2007002137
Hyŏnʼgŭm,prefLabel,http://id.loc.gov/authorities/subjects/sh85063654
Hyon kum,altLabel,http://id.loc.gov/authorities/subjects/sh85063654
Ideal harp,prefLabel,http://id.loc.gov/authorities/subjects/sh2007002139
Kacapi (Zither),prefLabel,http://id.loc.gov/authorities/subjects/sh2001009292
Kecapi (Zither),altLabel,http://id.loc.gov/authorities/subjects/sh2001009292
Kanklės,prefLabel,http://id.loc.gov/authorities/subjects/sh85071476
Baltic psaltery,altLabel,http://id.loc.gov/authorities/subjects/sh85071476
Kannel,prefLabel,http://id.loc.gov/authorities/subjects/sh90004884
Baltic psaltery,altLabel,http://id.loc.gov/authorities/subjects/sh90004884
Kantele (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85071527
Baltic psaltery,altLabel,http://id.loc.gov/authorities/subjects/sh85071527
Kayagŭm,prefLabel,http://id.loc.gov/authorities/subjects/sh85071798
Chŏngak kayagŭm,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Dahyeon gayageum,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Gayageum,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Gayagŭm,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Kaya kum,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Kayago,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Kayakeum,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
Kayakko,altLabel,http://id.loc.gov/authorities/subjects/sh85071798
