seko,deprekotu,skos:preflLabel@fi,skos:prefLabel@sv,skos:prefLabel@en,skos:altLabel,alt_lang,skos:hiddenLabel,hidden_lang,spatial-uri,dct:spatial,skos:broader,skos:broader_prefLabel,issuet skos-note,YSO-ID,wikidata-id,skos:editorialNote,H&S,MIMO-ID,SEKO-LCMPT-mapping,LCMPT-ID,rdfs:seeAlso
http://urn.fi/urn:nbn:fi:au:seko:00480,,kaval,kaval,kaval,,,,,"<http://www.yso.fi/onto/yso/p105026>,<http://www.yso.fi/onto/yso/p105573>",Balkanin niemimaa|Turkki,http://urn.fi/urn:nbn:fi:au:seko:00851,reunahuilu,https://github.com/NatLibFi/SEKO/issues/14,,http://www.wikidata.org/entity/Q178374,SPLIT?  clarification needed. Does this cover several instruments?,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015376,https://en.wikipedia.org/wiki/Kaval#Romania_And_Moldova
http://urn.fi/urn:nbn:fi:au:seko:00480,,,,,caval,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00480,,,,,kavali,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00480,,,,,kavall,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00480,,,,,qawūl,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00480,,,,,,,qawul,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00481,,kaza (tulppakanavahuilu),kaza,kaza,,,,,<http://www.yso.fi/onto/yso/p94192>,Karjala,http://urn.fi/urn:nbn:fi:au:seko:01134,tulppakanavahuilu,,,http://www.wikidata.org/entity/Q116167220,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,kazoo,kazoo,kazoo,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00671,mirlitoni,Tee Github issue ,,http://www.wikidata.org/entity/Q483994,"SPLIT? In Wikidatassa ""bazooka"" and ""eunuch flute"" are separate concepts as well as some of the other altLabels!",,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015378,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,bazoo,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,eunuch flute,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,flûte à l'oignon,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,flûte eunuque,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,gazoo,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,gazoota,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,kazoopilli,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,tommy talker,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,zarah,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,Zwiebelflöte,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,,,flute a l'oignon,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,,,flute eunuque,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00482,,,,,,,Zwiebelflote,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00483,,kehorytmiikka,body percussion,body percussion,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:01223,ääni,,http://www.yso.fi/onto/yso/p28638,http://www.wikidata.org/entity/Q890073,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015090,
http://urn.fi/urn:nbn:fi:au:seko:00483,,,,,kehapill,et,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00483,,,,,percussions corporelles,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,kehärumpu,ramtrumma,frame drum,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,https://www.wikidata.org/entity/Q1283177,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015269,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,bęben obręczowy,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,kehysrumpu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,lijsttrommel,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,Rahmentrommel,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,tambor de marco,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,tambour sur cadre,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00484,,,,,tamburo a cornice,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00485,,kello,klocka,bell,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,Tee Github issue ,http://www.yso.fi/onto/yso/p3229,http://www.wikidata.org/entity/Q101401,"SPLIT?  ""chime"" and ""chimes"" are separate concepts",,,skos:exactmatch,http://id.loc.gov/authorities/performanceMediums/mp2013015079,http://id.loc.gov/authorities/performanceMediums/mp2013015137
http://urn.fi/urn:nbn:fi:au:seko:00485,,,,,campana,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00485,,,,,chimes,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00485,,,,,cloche,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00485,,,,,Glocke,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00485,,,,,kirkonkello,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00486,,kelloharppu,klockharpa,bell harp,,,,,<http://www.yso.fi/onto/yso/p105087>,Saksa,http://urn.fi/urn:nbn:fi:au:seko:00943,sitra,,,http://www.wikidata.org/entity/Q82350983,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00486,,,,,fairy bells,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00486,,,,,Schwungzither,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,kellopeli,klockspel,glockenspiel,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q626035,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015294,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,armónica de metal,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,bell lyra,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,bell lyre,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,bell-lyra,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,bell-lyre,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,dzwonki,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,glock,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,glockenspiel (kellopeli),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,juego de timbres,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,kellamäng,et,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,klokkespel (kellopeli),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,klokkespil,nl,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,kolokoltšiki,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,lira (kellopeli),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,lyra-glockenspiel,nl,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,lyrklockspel,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,metallofoni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,Militärglockenspiel,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,orchestra bells,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,orchestral bells,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,Stahlspiel,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,zvonkohra,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,,,armonica de metal,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,,,kellamang,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,,,kolokoltsiki,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00487,,,,,,,Militarglockenspiel,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,kellopeliklaveri,klaviaturklockspel,keyboard glockenspiel,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00487|http://urn.fi/urn:nbn:fi:au:seko:00543,kellopeli|kosketinsoitin,Tee Github issue ,,http://www.wikidata.org/entity/Q3177916,"MERGE?  How is this different from ""celesta""?",,http://www.mimo-db.eu/InstrumentsKeywords/6546,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,carillon à clavier,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,jeu de timbres,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,kelloklaveri (kellopeliklaveri),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,keyboard chimes,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,keyed glockenspiel,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,keyed metallophone,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,klaverikellopeli,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,organ glockenspiel,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,Stahlklavier,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,strumento d'acciaio,it,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,Tastenglockenspiel (kellopeliklaveri),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00488,,,,,,,carillon a clavier,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00489,,kellositra,citrinchen,cithrinchen,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00940,sisteri,,,http://www.wikidata.org/entity/Q25451376,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015152,
http://urn.fi/urn:nbn:fi:au:seko:00489,,,,,bell guittern,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00489,,,,,bellmansluta (cithrinchen),sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00489,,,,,cithrinchen,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00489,,,,,citrinchen,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00489,,,,,Hamburger Cithrinchen,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00489,,,,,hampurilainen kellositra,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,kelttiläinen harppu,keltisk harpa,Celtic harp,,,,,"<http://www.yso.fi/onto/yso/p104990>,<http://www.yso.fi/onto/yso/p105820>,<http://www.yso.fi/onto/yso/p106275>",Iso-Britannia|Irlanti|Bretagne,http://urn.fi/urn:nbn:fi:au:seko:00398,harppu,,,http://www.wikidata.org/entity/Q1288250,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015356,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,cláirseach,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,clàrsach,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,clarsech,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,Gaelic harp,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,Irish harp,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,irlantilainen harppu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,kelttiharppu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,Scottish harp,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00490,,,,,Welsh harp,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00491,,kemençe,kemence,kamancheh,,,,,<http://www.yso.fi/onto/yso/p105573>,Turkki,http://urn.fi/urn:nbn:fi:au:seko:00770,piikkiviulu,https://github.com/NatLibFi/SEKO/issues/23,,http://www.wikidata.org/entity/Q10969818,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015370,
http://urn.fi/urn:nbn:fi:au:seko:00491,,,,,kemence,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00492,,kendang,kendang,kendang,,,,,"<http://www.yso.fi/onto/yso/p159783>,<http://www.yso.fi/onto/yso/p112514>",Jaava|Bali,http://urn.fi/urn:nbn:fi:au:seko:00492,rumpu,,,http://www.wikidata.org/entity/Q1553249,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00493,,kenkeni,kenkeni,kenkeni,,,,,<http://www.yso.fi/onto/yso/p118210>,Länsi-Afrikka,http://urn.fi/urn:nbn:fi:au:seko:00492,rumpu,Tee Github issue ,,PUUTTUU,"MERGE?  Is this the same as ""dundun"" or ""tama""?",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00494,,keskikorkea lauluääni,medelhög sångröst,medium voice,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00583,lauluääni,,,http://www.wikidata.org/entity/Q117116608,,,,,https://id.loc.gov/authorities/performanceMediums/mp2013015461,
http://urn.fi/urn:nbn:fi:au:seko:00495,,khāēn,khene,khene,,,,,"<http://www.yso.fi/onto/yso/p105243>,<http://www.yso.fi/onto/yso/p105716>",Thaimaa|Laos,http://urn.fi/urn:nbn:fi:au:seko:01004,suu-urut,,,http://www.wikidata.org/entity/Q1740479,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015387,
http://urn.fi/urn:nbn:fi:au:seko:00495,,,,,kaen,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00495,,,,,khaen,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00495,,,,,khen,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00495,,,,,khène,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00495,,,,,,,khene,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00496,,khalam,khalam,xalam,,,,,"<http://www.yso.fi/onto/yso/p94407>,<http://www.yso.fi/onto/yso/p109290>",Senegal|Gambia,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,Tee Github issue ,,http://www.wikidata.org/entity/Q1137869,"SPLIT?  ""keronaru"", ""konting"", ""kamelen n'goni"" are all different versions of the same instrument. See wikidata",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00497,,khim,khim,khim,,,,,"<http://www.yso.fi/onto/yso/p132712>,<http://www.yso.fi/onto/yso/p105705>,<http://www.yso.fi/onto/yso/p105716>,<http://www.yso.fi/onto/yso/p104988>",Indokiina|Kambodza|Laos|Vietnam,http://urn.fi/urn:nbn:fi:au:seko:00303,dulcimer,,,http://www.wikidata.org/entity/Q13417190,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015388,
http://urn.fi/urn:nbn:fi:au:seko:00497,,,,,kim,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00498,,khlui,khlui,khlui,,,,,<http://www.yso.fi/onto/yso/p105243>,Thaimaa,http://urn.fi/urn:nbn:fi:au:seko:01134,tulppakanavahuilu,,,http://www.wikidata.org/entity/Q6401851,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015389,
http://urn.fi/urn:nbn:fi:au:seko:00498,,,,,khlui ū,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00498,,,,,,,khlui u,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00499,,kiak,kiak,kyl kyyak,,,,,<http://www.yso.fi/onto/yso/p107666>,Kirgisia,http://urn.fi/urn:nbn:fi:au:seko:00446,jousisoitin,Tee Github issue ,,http://www.wikidata.org/entity/Q116207466,SPLIT? Is this differnt from kyjak ??,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015583,https://en.wikipedia.org/wiki/Kobyz
http://urn.fi/urn:nbn:fi:au:seko:00499,,,,,kyl kiak,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,kielisoitin,stränginstrument,string instrument,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00953,soitin,,,http://www.wikidata.org/entity/Q1798603,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015680,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,k'ung-hou,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,kendera,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,kendra,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,kendrā,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,kenra,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,konghou,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,kordofoni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00500,,,,,stringed instrument,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00501,,kilaut,kilaut,qilaut,,,,,"<http://www.yso.fi/onto/yso/p105866>,<http://www.yso.fi/onto/yso/p105377>",Alaska|Kanada,http://urn.fi/urn:nbn:fi:au:seko:00484,kehärumpu,,,http://www.wikidata.org/entity/Q3196570,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00501,,,,,keylowtik,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00501,,,,,qilain,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00502,,kimbumba,kimbumba,kimbumba,,,,,<http://www.yso.fi/onto/yso/p109845>,Karibianmeren alue,http://urn.fi/urn:nbn:fi:au:seko:01233,maajousi,Tee Github issue ,,http://www.wikidata.org/entity/Q118114247,"MERGE?  Same as""tumbandera"" and ""tingotalango""?",,,,,https://en.wikipedia.org/wiki/Musical_bow#Ground_bow
http://urn.fi/urn:nbn:fi:au:seko:00502,,,,,tingotalango,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00502,,,,,tumbandera,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00503,,kissar,kissar,kissar,,,,,"<http://www.yso.fi/onto/yso/p105841>,<http://www.yso.fi/onto/yso/p108043>",Egypti|Sudan,http://urn.fi/urn:nbn:fi:au:seko:00625,lyyra,,,http://www.wikidata.org/entity/Q934675,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00503,,,,,gytarah barbaryeh,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00503,,,,,kisir,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00503,,,,,kissir,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00503,,,,,kisszár,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00503,,,,,,,kisszar,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,kitara,gitarr,guitar,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,http://www.yso.fi/onto/yso/p2667,http://www.wikidata.org/entity/Q6607,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,chitarra (kitara),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,g (kitara),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,gitarr,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,Gitarre,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,guitare,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,guitarra (kitara),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,viola (kitara),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,violão,pt,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00504,,,,,,,violao,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00505,,kitarabanjo,gitarrbanjo,banjo guitar,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00505,banjo,,,http://www.wikidata.org/entity/Q2679436,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00506,,kitarasyntetisaattori,guitar synthesizer,guitar synthesizer,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00504|http://urn.fi/urn:nbn:fi:au:seko:01016,kitara|syntetisaattori,,,http://www.wikidata.org/entity/Q1527709,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00506,,,,,g-synt (kitarasyntetisaattori),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00507,,kithara,kithara,kithara,,,,,<http://www.yso.fi/onto/yso/p105037>,Kreikka,http://urn.fi/urn:nbn:fi:au:seko:00625,lyyra,,,http://www.wikidata.org/entity/Q12634515,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015151,
http://urn.fi/urn:nbn:fi:au:seko:00507,,,,,cithara,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,kitkarumpu,friktionstrumma,friction drum,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,Tee Github issue ,,http://www.wikidata.org/entity/Q583827,"SPLIT? Is the Wikipedia ""Putipu"" a different concept?",,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015272,https://en.wikipedia.org/wiki/Putip%C3%B9
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,Brummtopf,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,caccavella,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,puttiputi,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,Reibtrommel,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,tambor de fricción,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,tambour à friction,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,zambomba,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,,,tambor de friccion,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00508,,,,,,,tambour a friction,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00509,,k'jom,k'jom,k'jom,,,,,<http://www.yso.fi/onto/yso/p107390>,Andit,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q116186993,,,,,,https://www.jstor.org/stable/43563553?seq=4
http://urn.fi/urn:nbn:fi:au:seko:00510,,kkwaenggwari,kkwaenggwari,kkwaenggwari,,,,,<http://www.yso.fi/onto/yso/p109302>,Korea,http://urn.fi/urn:nbn:fi:au:seko:00376,gongi,,,http://www.wikidata.org/entity/Q843271,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00510,,,,,kkaengmaegi,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00510,,,,,soe,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00510,,,,,sogŭm (gongi),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00510,,,,,,,sogum (gongi),,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00511,,klabatas,klabate,klabatė,,,,,<http://www.yso.fi/onto/yso/p94259>,Latvia,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q12660758,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,klarinetti,klarinett,clarinet,,,,,<http://www.yso.fi/onto/yso/p94111>,Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00513,klarinettisoitin,,http://www.yso.fi/onto/yso/p16000,http://www.wikidata.org/entity/Q8343,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015154,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,barokkiklarinetti,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,baroque clarinet,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,cl (klarinetti),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,clarinette,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,clarone,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,Kl (klarinetti),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,klaneetti,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,klarinet,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00512,,,,,planeetti,fi,,,,,,,,,,,,,,,
