seko,deprekotu,skos:preflLabel@fi,skos:prefLabel@sv,skos:prefLabel@en,skos:altLabel,alt_lang,skos:hiddenLabel,hidden_lang,spatial-uri,dct:spatial,skos:broader,skos:broader_prefLabel,issuet skos-note,YSO-ID,wikidata-id,skos:editorialNote,H&S,MIMO-ID,SEKO-LCMPT-mapping,LCMPT-ID,rdfs:seeAlso
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,harmooni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,Kunstharmonium,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,käsiharmoni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,melodium,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,orgue expressif,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,Physharmonika,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,poïkilorgue,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,polkuharmoni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,reed organ,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,suction reed organ,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,urkuharmoni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,,,kasiharmoni,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00394,,,,,,,poikilorgue,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,harmonikka,dragspel,accordion,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:01170,vapaalehdykkäsoitin,,http://www.yso.fi/onto/yso/p11333,http://www.wikidata.org/entity/Q79838,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015001,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,acc (harmonikka),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,accordéon,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,accordina,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,akkordeon,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,akkordion,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,bisonoric accordion,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,diatoninen harmonikka,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,dragharmonika,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,freetapeli,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,haitari,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,handklaver,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,hanuri,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,heliconaccordeon,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,jurna,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,konzertina,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,kromaattinen harmonikka,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,käsiharmonikka,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,livenka,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,lõõtspill,et,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,melodeon,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,sarmankka,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,sorkkeli,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,taljanka,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,tšerepaška,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,venskaja,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,vetopeli,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,Ziehharmonika,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,,,accordeon,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,,,kasiharmonikka,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,,,lootspill,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00395,,,,,,,tserepaska,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00396,,harppukitara,harpgitarr,harp-guitar,,,,,<http://www.yso.fi/onto/yso/p104990>,Iso-Britannia,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,Tee Github issue ,,http://www.wikidata.org/entity/Q944501,"SPLIT?  Wikipedia separates ""harp-guitar"" and ""harp-lute""!",,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015329,
http://urn.fi/urn:nbn:fi:au:seko:00396,,,,,harp-lute,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00396,,,,,harp-lute-guitar,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00396,,,,,Regency harp-lute,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00397,,harmoška,harmoška,harmoška,,,,,<http://www.yso.fi/onto/yso/p107664>,Ukraina,http://urn.fi/urn:nbn:fi:au:seko:00395,harmonikka,https://github.com/NatLibFi/SEKO/issues/4,,PUUTTUU,"MERGE?  What is the difference between ""garmon (garmoshka)"", ""garmonik"" and ""bayan harmonica""?",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00397,,,,,garmoshka,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00397,,,,,harmoska,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00397,,,,,гармошка,ru,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,harppu,harpa,harp,,,,,<http://www.yso.fi/onto/yso/p94111>,Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,http://www.yso.fi/onto/yso/p16638,http://www.wikidata.org/entity/Q47369,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,ar (harppu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,arp (harppu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,arpa,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,Harfe,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,Hfe (harppu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,hp (harppu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00398,,,,,trigonon,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00399,,hautatorvi,gravhorn,gravehorn,,,,,<http://www.yso.fi/onto/yso/p94426>,Suomi,http://urn.fi/urn:nbn:fi:au:seko:00513,klarinettisoitin,,,http://www.wikidata.org/entity/Q116062731,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00400,,havaijinkitara,hawaigitarr,Hawaiian guitar,,,,,<http://www.yso.fi/onto/yso/p108840>,Havaiji,http://urn.fi/urn:nbn:fi:au:seko:00504,kitara,,http://www.yso.fi/onto/yso/p29819,http://www.wikidata.org/entity/Q644440,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015335,
http://urn.fi/urn:nbn:fi:au:seko:00400,,,,,havaijilaiskitara,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00400,,,,,hawaiigitarr,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00401,,heikebiwa,heikebiwa,heikebiwa,,,,,<http://www.yso.fi/onto/yso/p105023>,Japani,http://urn.fi/urn:nbn:fi:au:seko:00139,biwa,,,http://www.wikidata.org/entity/Q116069483,,,,skos:broadMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015086,
http://urn.fi/urn:nbn:fi:au:seko:00401,,,,,heike-biwa,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00402,,hekkelfoni,heckelfon,heckelphone,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,,http://www.wikidata.org/entity/Q1571002,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015337,
http://urn.fi/urn:nbn:fi:au:seko:00402,,,,,heckelfoni,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00402,,,,,Heckelphon,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00403,,helikon,helikon,helicon,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:01147,tuuba,,,http://www.wikidata.org/entity/Q779650,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015338,
http://urn.fi/urn:nbn:fi:au:seko:00403,,,,,helicón,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00403,,,,,hélicon,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00403,,,,,helikoni,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00404,,helistin,rassel,rattle,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q2132068,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2019015021,
http://urn.fi/urn:nbn:fi:au:seko:00404,,,,,shaken idiophone,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00404,,,,,skallra,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00405,,hichiriki,hichiriki,hichiriki,,,,,<http://www.yso.fi/onto/yso/p105023>,Japani,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,,http://www.wikidata.org/entity/Q425748,,,,skos:exactMatch,https://id.loc.gov/authorities/performanceMediums/mp2013015340,
http://urn.fi/urn:nbn:fi:au:seko:00406,,hiekkapaperi,sandpaperblock,sandpaper block,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q116073019,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00406,,,,,sandpaper,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00406,,,,,sandpapper,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00407,,hiekkaputki,shaker,shaker,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q1968760,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00408,,hi-hat,hi-hat,high-hat,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00585,lautanen,,,http://www.wikidata.org/entity/Q963334,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00408,,,,,haihat,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00408,,,,,haihatti,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,hiljainen sinkki,tyst sinka,mute cornett,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00937,sinkki,,,http://www.wikidata.org/entity/Q6943773,,,,skos:broadMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015185,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,cornet muet,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,corneta muda,es,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,cornettino (hiljainen sinkki),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,cornetto muto,it,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,cornetto sordino,it,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,stille Cornet,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,stiller Diskantzink,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00409,,,,,stiller Zink,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00410,,hnè,hne,hne,,,,,<http://www.yso.fi/onto/yso/p105715>,Myanmar,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,,http://www.wikidata.org/entity/Q949708,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00410,,,,,hne,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00411,,hojok,hojok,hojok,,,,,<http://www.yso.fi/onto/yso/p109302>,Korea,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,Tee Github issue ,,PUUTTUU,"MERGE? same as ""taepyongsu"" !!?",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00412,,hsiao,xiao,xiao,,,,,<http://www.yso.fi/onto/yso/p104984>,Kiina,http://urn.fi/urn:nbn:fi:au:seko:00418,huilusoitin,,,http://www.wikidata.org/entity/Q1394795,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015808,
http://urn.fi/urn:nbn:fi:au:seko:00412,,,,,dongxiao,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00413,,hsün,xun,xun,,,,,<http://www.yso.fi/onto/yso/p104984>,Kiina,http://urn.fi/urn:nbn:fi:au:seko:00719,okariina,,,http://www.wikidata.org/entity/Q839767,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015809,
http://urn.fi/urn:nbn:fi:au:seko:00413,,,,,hsun,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00413,,,,,hsüan,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00414,,huancada,PUUTTUU,huancara,,,,,<http://www.yso.fi/onto/yso/p105005>,Latinalainen Amerikka,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,https://github.com/NatLibFi/SEKO/issues/3,,PUUTTUU,"MERGE? ""Wankara (Aymaran for a kind of drum, Hispanicized spelling Huancara)""  perhaps SAME AS ""wankara"" seko:01198",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,huḍukkā,hudukka,udukai,,,,,<http://www.yso.fi/onto/yso/p105027>,Intia,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,Tee Github issue ,,http://www.wikidata.org/entity/Q3534333,"SPLIT? hurki, hurko, huruk is a different instrument. See wikipedia  ""Udukai""",,,,,https://en.wikipedia.org/wiki/Udukai
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,hudukka,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,huṛkī,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,huṛko,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,huṛuk,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,uḍukkai,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,uḍukku,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,uṭukkai,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,,,hurki,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,,,hurko,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,,,huruk,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,,,udukkai,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,,,udukku,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00415,,,,,,,utukkai,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00416,,huehuétl,huehuetl,huehuetl,,,,,<http://www.yso.fi/onto/yso/p105032>,Meksiko,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,Tee Github issue ,,http://www.wikidata.org/entity/Q3142190,"Different from ""panhuehuetl""",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00416,,,,,huehuetl,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00416,,,,,huéhuetl,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00416,,,,,huēhuētl,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,huilu,flöjt,flute,,,,,<http://www.yso.fi/onto/yso/p94111>,Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00418,huilusoitin,,http://www.yso.fi/onto/yso/p10306,http://www.wikidata.org/entity/Q11405,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015268,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,barokkihuilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,Boehm-huilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,fl (huilu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,flauto,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,flauto traverso,it,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,flûte,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,flûte d'amour,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,flûte traversière,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,Flöte,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,kartiohuilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,lemmenhuilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,poikkihuilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,Querflöte,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,traverso,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,traversohuilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,tvärflöjt,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,,,flojt,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,,,Flote,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,,,flute d'amour,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,,,flute traversiere,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,,,Querflote,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00417,,,,,,,tvarflojt,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00418,,huilusoitin,flöjtinstrument,edge-blown instrument,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:00817,puupuhallin,Tee Github issue ,http://www.yso.fi/onto/yso/p10307,http://www.wikidata.org/entity/Q1879241,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015235,
http://urn.fi/urn:nbn:fi:au:seko:00418,,,,,särmähuilu,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00418,,,,,,,sarmahuilu,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00419,,hummel,humle,hummel,,,,,"<http://www.yso.fi/onto/yso/p105087>,<http://www.yso.fi/onto/yso/p105190>,<http://www.yso.fi/onto/yso/p94439>,<http://www.wikidata.org/entity/Q1426049>",Saksa|Alankomaat|Tanska|Etelä-Ruotsi,http://urn.fi/urn:nbn:fi:au:seko:00799,psaltteri,,,http://www.wikidata.org/entity/Q2094724,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015502,
http://urn.fi/urn:nbn:fi:au:seko:00419,,,,,hommel,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00419,,,,,hummeli,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00419,,,,,langharpe,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00419,,,,,noardske balke,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00419,,,,,noordsche balk,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00419,,,,,scheitholt,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00420,,hun,hun,hun,,,,,<http://www.yso.fi/onto/yso/p109302>,Korea,http://urn.fi/urn:nbn:fi:au:seko:00719,okariina,,,http://www.wikidata.org/entity/Q5941969,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00421,,husla,husle,husle,,,,,<http://www.yso.fi/onto/yso/p105223>,Itä-Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00446,jousisoitin,,,http://www.wikidata.org/entity/Q42408328,"MERGE?  How is this difference from ""guslesta""?",,,,,
http://urn.fi/urn:nbn:fi:au:seko:00422,,huuchir,huuchir,huuchir,,,,,<http://www.yso.fi/onto/yso/p105251>,Mongolia,http://urn.fi/urn:nbn:fi:au:seko:00770,piikkiviulu,,,http://www.wikidata.org/entity/Q18350431,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00422,,,,,khuuchir,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00423,,huuliharppu,munspel,mouth organ,,,,,,,http://urn.fi/urn:nbn:fi:au:seko:01170,vapaalehdykkäsoitin,,http://www.yso.fi/onto/yso/p11663,http://www.wikidata.org/entity/Q51290,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015323,
http://urn.fi/urn:nbn:fi:au:seko:00423,,,,,harmonica,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00423,,,,,harp (huuliharppu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00423,,,,,hca (huuliharppu),fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00423,,,,,Mundharmonika,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00423,,,,,munharmonika,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,vesiurut,vattenorgel,water organ,,,,,"<http://www.yso.fi/onto/yso/p105081>,<http://www.yso.fi/onto/yso/p101044>",Rooman valtakunta|Bysantti,http://urn.fi/urn:nbn:fi:au:seko:01167,urut,,,http://www.wikidata.org/entity/Q918236,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015796,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,akvorgeno,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,gidravlis,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,gidravlos,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hidraulisz,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hiodrálais,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydraula,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydraule,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydraulic organ,en,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydraulis,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hüdraulis,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydrauliset urut,fi,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydraulos,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,hydraulus,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,órgano hidráulico,es,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,organo idraulico,it,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,órganu idráulicu,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,orgue hidràulicgan,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,orgue hydraulique,fr,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,vannorgel,sv,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,vesiorel,et,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,víziorgona,,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,Wasserorgel,de,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,waterorgel,nl,,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,,,hiodralais,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,,,hudraulis,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,,,organo hidraulico,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,,,organu idraulicu,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,,,orgue hidraulicgan,,,,,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00424,,,,,,,viziorgona,,,,,,,,,,,,,,
