seko,preflLabel,prefLabel@sv,prefLabel@en,altLabel,alt_lang,countryOfOrign,broader,broader_prefLabel,broader2,yso-mapping,wikidata-mapping,skos:editorialNote,SEKO-LCMPT-mapping,SEKO-LC-link
http://urn.fi/urn:nbn:fi:au:seko:00699,neulaviulu,spikharmonika,nail violin,,,,http://urn.fi/urn:nbn:fi:au:seko:00953,soitin,,,http://www.wikidata.org/entity/Q953846,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2022015002
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,Eisenvioline,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,Nagelgeige,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,Nagelharmonika,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,naulaviulu,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,spikharmonika,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,violino di ferro,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00699,,,,violon de fer,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,ngoma,ngoma,ngoma,,,Keskinen Afrikka|Eteläinen Afrikka,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q7022514,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015500
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,engoma,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,goma,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,gomo,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,in̄goma,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,ingomba,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,ngomba,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,ngomm,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00700,,,,ngomo,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00701,nguru,nguru,nguru,,,Uusi Seelanti|Polynesia,http://urn.fi/urn:nbn:fi:au:seko:00418,huilusoitin,,,http://www.wikidata.org/entity/Q116742432,,,
http://urn.fi/urn:nbn:fi:au:seko:00702,nogo,nogo,nogo,,,Korea,http://urn.fi/urn:nbn:fi:au:seko:008644,rumpu,,,http://www.wikidata.org/entity/Q25203914,,,
http://urn.fi/urn:nbn:fi:au:seko:00703,nōkan,nōkan,nōkan,,,Japani,http://urn.fi/urn:nbn:fi:au:seko:00082,bambuhuilu,,,http://www.wikidata.org/entity/Q1058772,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015501
http://urn.fi/urn:nbn:fi:au:seko:00703,,,,nō-kan,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00703,,,,nohkan,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00703,,,,nokan,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,nokkahuilu,blockflöjt,recorder,,,,http://urn.fi/urn:nbn:fi:au:seko:01134,tulppakanavahuilu,,http://www.yso.fi/onto/yso/p10305,http://www.wikidata.org/entity/Q187851,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015597
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,blockflöjt,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,Blockflöte,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,flauto (nokkahuilu),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,flauto dolce,it,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,flûte à bec,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,flûte douce,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,rec (nokkahuilu),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,Schnabelflöte,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00704,,,,spetsflöjt,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00705,Northumbrian pipes,Northumbrian pipes,Northumbrian pipes,,,Iso-Britannia,http://urn.fi/urn:nbn:fi:au:seko:01024,säkkipilli,,,http://www.wikidata.org/entity/Q1046018,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015503
http://urn.fi/urn:nbn:fi:au:seko:00705,,,,Northumbrian smallpipes,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00706,núdi,PUUTTUU,PUUTTUU,,,Mordva,http://urn.fi/urn:nbn:fi:au:seko:00513,klarinettisoitin,,,PUUTTUU,töstö ei löydy tietoja tällä nimellä,,
http://urn.fi/urn:nbn:fi:au:seko:00706,,,,nudi,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00707,nynnypilli,nynnypilli,nynnypilli,,,Suomi,http://urn.fi/urn:nbn:fi:au:seko:00671,mirlitoni,,,http://www.wikidata.org/entity/Q116742584,,,
http://urn.fi/urn:nbn:fi:au:seko:00707,,,,kaislapilli,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00707,,,,nyynypilli,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00707,,,,ruokopilli (nynnypilli),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00707,,,,soropilli,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00708,näppäilyrumpu,PUUTTUU,plucked membranophone,,,,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q55724270,,,
http://urn.fi/urn:nbn:fi:au:seko:00708,,,,Plucked membranophones,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,knäppinstrument,plucked instrument,,,,http://urn.fi/urn:nbn:fi:au:seko:00500,kielisoitin,,http://www.yso.fi/onto/yso/p1510,http://www.wikidata.org/entity/Q230262,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015563
http://urn.fi/urn:nbn:fi:au:seko:00709,,,,phīn,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00709,,,,sormintasoitin,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00709,,,,sueng,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,näppäinharmonikka,knappdragspel,button accordion,,,,http://urn.fi/urn:nbn:fi:au:seko:00395,harmonikka,,http://www.yso.fi/onto/yso/p11333,http://www.wikidata.org/entity/Q1421815,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015108
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,button-key accordion,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,bogsa-phutan,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,butonakordiono,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,butonharmoniko,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,button box,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,flutina,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,diatoninen näppäinharmonikka,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,knoflíkový akordeon,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,Knopfakkordeon,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,nuppakkordion,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00710,,,,squeezebox,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00711,näyttelijä,skådespelare,actor,,,,http://urn.fi/urn:nbn:fi:au:seko:01225,esittäjä,,http://www.yso.fi/onto/yso/p5328,http://www.wikidata.org/entity/Q33999,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015004
http://urn.fi/urn:nbn:fi:au:seko:00712,oboe,oboe,oboe,,,,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,http://www.yso.fi/onto/yso/p981,http://www.wikidata.org/entity/Q8377,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015507
http://urn.fi/urn:nbn:fi:au:seko:00712,,,,baritonioboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00712,,,,barokkioboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00712,,,,hautbois,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00712,,,,ob (oboe),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00712,,,,taille (oboe),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00712,,,,tenorioboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00713,oboe d'amore,oboe d'amore,oboe d'amore,,,,http://urn.fi/urn:nbn:fi:au:seko:00712,oboe,,,http://www.wikidata.org/entity/Q8380,,skos:exactMatch,https://id.loc.gov/authorities/performanceMediums/mp2013015508.html
http://urn.fi/urn:nbn:fi:au:seko:00713,,,,hautbois d'amour,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00713,,,,kärleksoboe,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00713,,,,lemmenoboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00713,,,,mezzosopraano-oboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00714,oboe da caccia,oboe da caccia,oboe da caccia,,,,http://urn.fi/urn:nbn:fi:au:seko:00712,oboe,,,http://www.wikidata.org/entity/Q1760274,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015509
http://urn.fi/urn:nbn:fi:au:seko:00714,,,,metsästysoboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00714,,,,oboe da silva,it,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00714,,,,tenorioboe,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,oboeinstrument,double reed instrument,,,,http://urn.fi/urn:nbn:fi:au:seko:00587,lehdykkäpuhallinsoitin,,,http://www.wikidata.org/entity/Q2152657,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015217
http://urn.fi/urn:nbn:fi:au:seko:00715,,,,kaksoisruoholehtisoitin,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00716,ōdaiko,ōdaiko,nagado-daiko,,,Japani,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q11653585,,,
http://urn.fi/urn:nbn:fi:au:seko:00716,,,,miya-daiko,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00716,,,,nagado-daiko,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00716,,,,nagadō daiko ,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00716,,,,nagadou-daiko,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00716,,,,odaiko,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00717,ofikleidi,ofikleid,ophicleide,,,,http://urn.fi/urn:nbn:fi:au:seko:01171,vaskipuhallin,,,http://www.wikidata.org/entity/Q200823,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015515
http://urn.fi/urn:nbn:fi:au:seko:00717,,,,ophicléide,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00718,ogán,PUUTTUU,PUUTTUU,,,Kuuba|Haiti,http://urn.fi/urn:nbn:fi:au:seko:00485,kello,,,PUUTTUU,Italiankielinen synonyymi agogolle? http://www.wikidata.org/entity/Q395212,,
http://urn.fi/urn:nbn:fi:au:seko:00718,,,,ogan,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00719,okariina,okarina,ocarina,,,,http://urn.fi/urn:nbn:fi:au:seko:01134,tulppakanavahuilu,,http://www.yso.fi/onto/yso/p29885,http://www.wikidata.org/entity/Q187780,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015511
http://urn.fi/urn:nbn:fi:au:seko:00719,,,,kukkopilli,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,oktobasso,octobas,octobass,,,,http://urn.fi/urn:nbn:fi:au:seko:00446,jousisoitin,,,http://www.wikidata.org/entity/Q692640,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,octabaix,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,octabajo,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,octobaixo,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,octobassa,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,octobasse,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,Oktobass,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,oktobasszus,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,oktobaxu,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00720,,,,ottobasso,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00721,okuelé,okuelé,okuelé,,,Kuuba,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q116753341,,,
http://urn.fi/urn:nbn:fi:au:seko:00721,,,,okuele,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00722,olifantti,olifant,oliphant,,,,http://urn.fi/urn:nbn:fi:au:seko:01171,vaskipuhallin,,,http://www.wikidata.org/entity/Q1335907,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015512
http://urn.fi/urn:nbn:fi:au:seko:00723,olkipilli,olkipilli,olkipilli,,,,http://urn.fi/urn:nbn:fi:au:seko:00817,puupuhallin,,,http://www.wikidata.org/entity/Q116753489,,,
http://urn.fi/urn:nbn:fi:au:seko:00723,,,,ruokopilli (olkipilli),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00724,omichicahuaztli,omichicahuaztli,omichicahuaztli,,,Meksiko,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,http://www.wikidata.org/entity/Q30917147,,,
http://urn.fi/urn:nbn:fi:au:seko:00724,,,,omitzicahuastli,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00725,ondes Martenot,ondes Martenot,ondes Martenot,,,,http://urn.fi/urn:nbn:fi:au:seko:01021,sähkösoitin,,,http://www.wikidata.org/entity/Q862501,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015513
http://urn.fi/urn:nbn:fi:au:seko:00725,,,,Martenot,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00725,,,,ondes musicale,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00725,,,,ondes-Martenot,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00725,,,,Ondium Martenot,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00726,orfarion,orfarion,orpharion,,,,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q1751664,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015523
http://urn.fi/urn:nbn:fi:au:seko:00727,orfika,orfika,orphica,,,,http://urn.fi/urn:nbn:fi:au:seko:00344,fortepiano,,,http://www.wikidata.org/entity/Q1681975,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015550
http://urn.fi/urn:nbn:fi:au:seko:00727,,,,òrfica,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00728,orkesteri,orkester,orchestra,,,,http://urn.fi/urn:nbn:fi:au:seko:00326,esittäjäryhmä,,http://www.yso.fi/onto/yso/p5070,http://www.wikidata.org/entity/Q42998,close vai exact match?,,https://id.loc.gov/authorities/performanceMediums/mp2013015516.html
http://urn.fi/urn:nbn:fi:au:seko:00729,orkesterikitara,halvakustisk gitarr,semi-acoustic guitar,,,,http://urn.fi/urn:nbn:fi:au:seko:00504,kitara,,,http://www.wikidata.org/entity/Q935171,,,
http://urn.fi/urn:nbn:fi:au:seko:00730,orkestrioni,orchestrion,orchestrion,,,,http://urn.fi/urn:nbn:fi:au:seko:00064,automaattiurut,,,http://www.wikidata.org/entity/Q977922,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015517
http://urn.fi/urn:nbn:fi:au:seko:00730,,,,nickelodeon,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00730,,,,orkesterion,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00730,,,,orkestriono,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00730,,,,orkiestron,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00730,,,,orquestrión,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00731,ōtsuzumi,ōtsuzumi,ōtsuzumi,,,Japani,http://urn.fi/urn:nbn:fi:au:seko:01092,tiimalasirumpu,,,http://www.wikidata.org/entity/Q8081782,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015343
http://urn.fi/urn:nbn:fi:au:seko:00731,,,,o-tsuzumi,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00731,,,,otsuzumi,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00732,ottu,ottu,ottu,,,Etelä-Intia,http://urn.fi/urn:nbn:fi:au:seko:007155,oboesoitin,,,http://www.wikidata.org/entity/Q7110008,,,
http://urn.fi/urn:nbn:fi:au:seko:00733,ožragis,ožragis,ožragis,,,Liettua,http://urn.fi/urn:nbn:fi:au:seko:00899,sarvi (puhallinsoitin),,,PUUTTUU,"sarvi liettuaksi,  https://lt.wikipedia.org/wiki/O%C5%BEragis mutta onko tämä sama soitin kuin latvian azragis -- molemmat samass WD itemissa seko: kohdass sarvi (puhallinsoitin)",skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015496
http://urn.fi/urn:nbn:fi:au:seko:00733,,,,ozragis,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00734,p'iri,p'iri,p'iri,,,Korea,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,,http://www.wikidata.org/entity/Q1195575,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015526
http://urn.fi/urn:nbn:fi:au:seko:00734,,,,hyangp'iri,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00735,paakuru,pakuru,pakuru,,,Polynesia,http://urn.fi/urn:nbn:fi:au:seko:00685,munniharppu,,,http://www.wikidata.org/entity/Q116753768,,,
http://urn.fi/urn:nbn:fi:au:seko:00736,pahu,pahu,pahu,,,Polynesia,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q2046356,,,
http://urn.fi/urn:nbn:fi:au:seko:00736,,,,pa'u,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00737,paiban,paiban,paiban,,,Kiina,http://urn.fi/urn:nbn:fi:au:seko:00627,lyömäsoitin,,,https://www.wikidata.org/entity/Q5960459,,,
http://urn.fi/urn:nbn:fi:au:seko:00738,paisheng,paisheng,paisheng,,,Kiina,http://urn.fi/urn:nbn:fi:au:seko:005433,kosketinsoitin,,,PUUTTUU,"kts: sheng. Jalustalla seisova sheng, joss pillit suorassa rivissa.  Bao shengissä pillit ovat kehän muotoisesti ja soitinta pidetään sylissä",,
http://urn.fi/urn:nbn:fi:au:seko:00738,,,,pai sheng,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00739,pajupilli,sälgflöjt,willow flute,,,,http://urn.fi/urn:nbn:fi:au:seko:011344,tulppakanavahuilu,,,http://www.wikidata.org/entity/Q1685320,vrt. seko:00782 pitkähuilu - onko sama,,
http://urn.fi/urn:nbn:fi:au:seko:00740,pak,pak,bak,,,Korea,http://urn.fi/urn:nbn:fi:au:seko:006277,lyömäsoitin,,,http://www.wikidata.org/entity/Q4848966,,,
http://urn.fi/urn:nbn:fi:au:seko:00741,pakhāvaj,pakhāvaj,pakhāvaj,,,Intia,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q2046658,Katso mridanga https://id.loc.gov/authorities/performanceMediums/mp2013015485.html,,
http://urn.fi/urn:nbn:fi:au:seko:00741,,,,pakhavaj,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00742,palo grande,palo grande,palos drum,,,Dominikaaninen tasavalta,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,PUUTTUU,https://en.wikipedia.org/wiki/Palo_music ;  https://en.wikipedia.org/wiki/Music_of_the_Dominican_Republic#Palo ; https://doi.org/10.1093/gmo/9781561592630.article.44000 ; http://www.colonialzone-dr.com/musica_tipica-palos.html; https://www.iasorecords.com/music/palo-drum-afro-dominican-tradition,,
http://urn.fi/urn:nbn:fi:au:seko:00742,,,,palos drum,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00743,pandeiro,pandeiro,pandeiro,,,Brasilia|Portugali|Galitsia,http://urn.fi/urn:nbn:fi:au:seko:00484,kehärumpu,,,http://www.wikidata.org/entity/Q1437089,,,
http://urn.fi/urn:nbn:fi:au:seko:00743,,,,bandeiro,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00744,pandora,PUUTTUU,PUUTTUU,,,,http://urn.fi/urn:nbn:fi:au:seko:007099,näppäilysoitin,,,PUUTTUU,Onko sama kuin bandora https://finto.fi/seko/fi/page/00090,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015050
http://urn.fi/urn:nbn:fi:au:seko:00745,panduri,PUUTTUU,PUUTTUU,,,Georgia,http://urn.fi/urn:nbn:fi:au:seko:004877,kellopeli,,,PUUTTUU,Onko eri soitin (näppäilysoitin) http://www.wikidata.org/entity/Q3362060,,
http://urn.fi/urn:nbn:fi:au:seko:00746,panghyang,banghyang,banghyang,,,Korea,http://urn.fi/urn:nbn:fi:au:seko:00487,kellopeli,,,http://www.wikidata.org/entity/Q116754033,,,
http://urn.fi/urn:nbn:fi:au:seko:00746,,,,pang-hyang,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00746,,,,banghyang,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00747,panharmonicon,panharmonikon,panharmonicon,,,,http://urn.fi/urn:nbn:fi:au:seko:00730,orkestrioni,,,http://www.wikidata.org/entity/Q1808761,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015527
http://urn.fi/urn:nbn:fi:au:seko:00748,panhuehuétl,panhuehuétl,panhuehuétl,,,Meksiko,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,PUUTTUU,medion size drum - eri kuin drum - huehuetl https://doi.org/10.1093/gmo/9781561592630.article.L2294275,,
http://urn.fi/urn:nbn:fi:au:seko:00748,,,,panhuehuetl,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00749,panhuilu,panflöjt,panpipes,,,,http://urn.fi/urn:nbn:fi:au:seko:00851,reunahuilu,,http://www.yso.fi/onto/yso/p15131,http://www.wikidata.org/entity/Q218802,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015528
http://urn.fi/urn:nbn:fi:au:seko:00749,,,,pan flute,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00749,,,,syrinks,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00749,,,,syrinx,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00750,pardessus de viole,pardessus de viole,pardessus de viole,,,Ranska,http://urn.fi/urn:nbn:fi:au:seko:00278,diskanttigamba,,,http://www.wikidata.org/entity/Q7136551,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015532
http://urn.fi/urn:nbn:fi:au:seko:00750,,,,par-dessus de viole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00750,,,,pardessus,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00751,parkapzuk,parkapzuk,parkapzuk,,,Armenia,http://urn.fi/urn:nbn:fi:au:seko:010244,säkkipilli,,,http://www.wikidata.org/entity/Q4345357,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,pasuuna,trombon,trombone,,,,http://urn.fi/urn:nbn:fi:au:seko:01171,vaskipuhallin,,http://www.yso.fi/onto/yso/p15375,http://www.wikidata.org/entity/Q8350,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015747
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,basun,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,buccin (pasuuuna),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,Pos (pasuuna),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,Posaune,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,sackbut,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,slide trombone,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,tb (pasuuna),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,tbn (pasuuna),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,trbn (pasuuna),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,trombone à coulisse,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,trombone a tiro,it,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,valve trombone,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,ventiilipasuuna,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,vetopasuuna,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00752,,,,Zugposaune,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,patarumpu,timpani,timpani,,,,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,http://www.yso.fi/onto/yso/p19572,,http://www.wikidata.org/entity/Q189737,LCSH: timpani,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015733
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,kettledrum,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,kettledrums,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,Pauken,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,paukku,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,Pk (patarumpu),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,puka,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,timbale,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,timp,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00753,,,,timpani,it,,,,,,,,,
