seko,preflLabel,prefLabel@sv,prefLabel@en,altLabel,alt_lang,countryOfOrign,broader,broader_prefLabel,broader2,yso-mapping,wikidata-mapping,skos:editorialNote,SEKO-LCMPT-mapping,SEKO-LC-link
http://urn.fi/urn:nbn:fi:au:seko:00227,,,,cimpoiu,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00228,cinco,cinco,cinco,,,Venezuela,http://urn.fi/urn:nbn:fi:au:seko:00504,kitara,,,PUUTTUU,kts: https://en.wikipedia.org/wiki/Cuatro_(instrument)#See_also,,
http://urn.fi/urn:nbn:fi:au:seko:00228,,,,quinto (kitara),,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00229,citera,citera,citera,,,Itä-Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00943,sitra,,,http://www.wikidata.org/entity/Q21013802,,,
http://urn.fi/urn:nbn:fi:au:seko:00229,,,,citra,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,citole,citole,citole,,,Keski-Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q665657,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cedra (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cetera (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cetola,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cetra (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cetula,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,chytara,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cistola,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cistole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,citera (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cithara (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,citola,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cítola (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,citula,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cuitole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cythera,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cythole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cytiole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,cytolys,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,gittern (citole),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,guitare sarrazine,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,maurache,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,sitole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,sytholle,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,sytole,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,zitol,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00230,,,,Zitôl,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00231,clavecin électrique,clavecin électrique,electric harpsichord,,,Ranska,http://urn.fi/urn:nbn:fi:au:seko:01021|http://urn.fi/urn:nbn:fi:au:seko:00487|http://urn.fi/urn:nbn:fi:au:seko:00543,sähkösoitin|kellopeli|kosketinsoitin,,,http://www.wikidata.org/entity/Q1149847,,,
http://urn.fi/urn:nbn:fi:au:seko:00231,,,,clavecín eléctrico,es,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00231,,,,clavecin electrique,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00231,,,,clavecín electrónico,es,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00231,,,,clavessin électrique,fr,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00231,,,,clavicembalo elettrico,it,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00232,claviola (lyömäsoitin),claviola,claviola,,,Ranska|Englanti,http://urn.fi/urn:nbn:fi:au:seko:00487|http://urn.fi/urn:nbn:fi:au:seko:00543,kellopeli|kosketinsoitin,,,PUUTTUU,https://doi.org/10.1093/gmo/9781561592630.article.42636,,
http://urn.fi/urn:nbn:fi:au:seko:00232,,,,clavi-lame,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00233,claviola (vapaalehdykkäsoitin),Hohner claviola,key-bagpipe,,,,http://urn.fi/urn:nbn:fi:au:seko:01170|http://urn.fi/urn:nbn:fi:au:seko:00543,vapaalehdykkäsoitin|kosketinsoitin,,,http://www.wikidata.org/entity/Q5129638,,,
http://urn.fi/urn:nbn:fi:au:seko:00233,,,,Hohner claviola,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00234,clavioline,clavioline,clavioline,,,,http://urn.fi/urn:nbn:fi:au:seko:00543|http://urn.fi/urn:nbn:fi:au:seko:01021,kosketinsoitin|sähkösoitin,,,http://www.wikidata.org/entity/Q2978687,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015161
http://urn.fi/urn:nbn:fi:au:seko:00235,cobză,cobză,cobză,,,Romania|Moldova,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q2216785,,,
http://urn.fi/urn:nbn:fi:au:seko:00235,,,,cobza,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00235,,,,kobza,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00236,colascione,colascione,colascione,,,Eurooppa,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q748420,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015165
http://urn.fi/urn:nbn:fi:au:seko:00237,concertina,concertina,duet concertina,,,,http://urn.fi/urn:nbn:fi:au:seko:00710,näppäinharmonikka,,,http://www.wikidata.org/entity/Q593050,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015168
http://urn.fi/urn:nbn:fi:au:seko:00237,,,,duettoconcertina,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00237,,,,konsertina,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00238,conga,conga,conga,,,Latinalainen Amerikka,http://urn.fi/urn:nbn:fi:au:seko:00239,congarumpu,,,PUUTTUU,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015172
http://urn.fi/urn:nbn:fi:au:seko:00239,congarumpu,congatrumma,conga drum,,,Latinalainen Amerikka,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,http://www.yso.fi/onto/yso/p29975,http://www.wikidata.org/entity/Q270200,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015172
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,cgs (congarummut),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,conga (congarummut),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,congarummut,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,congatrummor,sv,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,timba,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,tumbadora,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00239,,,,tumbarumpu,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,continuo,continuo,basso continuo,,,,http://urn.fi/urn:nbn:fi:au:seko:00953|http://urn.fi/urn:nbn:fi:au:seko:01208,soitin|yhtye,,http://www.yso.fi/onto/yso/p9312,http://www.wikidata.org/entity/Q724321,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015173
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,continuo,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,basso continuo,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,figured bass,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,thoroughbass,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,through bass,en,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,Generalbass,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00240,,,,kenraalibasso,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00241,cornamusa (tuulikapselisoitin),cornamuse,cornamuse,,,,http://urn.fi/urn:nbn:fi:au:seko:01149,tuulikapselisoitin,,,http://www.wikidata.org/entity/Q594256,,,
http://urn.fi/urn:nbn:fi:au:seko:00241,,,,cornemuse (tuulikapselisoitin),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00241,,,,kornamuusa (tuulikapselisoitin),fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00242,cornophone,cornophone,cornophone,,,Ranska,http://urn.fi/urn:nbn:fi:au:seko:01171,vaskipuhallin,,,http://www.wikidata.org/entity/Q1134224,,,
http://urn.fi/urn:nbn:fi:au:seko:00243,cornu,cornu,cornu,,,Rooman valtakunta,http://urn.fi/urn:nbn:fi:au:seko:01171,vaskipuhallin,,,http://www.wikidata.org/entity/Q1134287,,,
http://urn.fi/urn:nbn:fi:au:seko:00244,country-kitara,country gitarr,country guitar,,,,http://urn.fi/urn:nbn:fi:au:seko:00504,kitara,,,PUUTTUU,,,
http://urn.fi/urn:nbn:fi:au:seko:00245,cristal baschet,cristal baschet,crystal baschet,,,,http://urn.fi/urn:nbn:fi:au:seko:00581,lasiharmonikka,,,http://www.wikidata.org/entity/Q655389,,,
http://urn.fi/urn:nbn:fi:au:seko:00245,,,,crystal organ,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00246,cromorne,cromorne,cromorne,,,Ranska,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,,http://www.wikidata.org/entity/Q11434792,,,
http://urn.fi/urn:nbn:fi:au:seko:00247,crotales,crotales,crotales,,,,http://urn.fi/urn:nbn:fi:au:seko:00585,lautanen,,,http://www.wikidata.org/entity/Q1141589,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015189
http://urn.fi/urn:nbn:fi:au:seko:00247,,,,antique cymbals,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00248,crwth,crwth,crwth,,,Wales,http://urn.fi/urn:nbn:fi:au:seko:00446,jousisoitin,,http://www.yso.fi/onto/yso/p38253,http://www.wikidata.org/entity/Q766461,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015191
http://urn.fi/urn:nbn:fi:au:seko:00249,csakan,csakan,romantic recorder,,,Itävalta,http://urn.fi/urn:nbn:fi:au:seko:00704,nokkahuilu,,,PUUTTUU,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015192
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,csákány,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,czakan,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,kävelykeppihuilu,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,kävelykeppinokkahuilu,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,Spazierstockblockflöte,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,Stockblockflöte,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00249,,,,Stockflöte,de,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00250,cuatro,cuatro,cuatro,,,Latinalainen Amerikka,http://urn.fi/urn:nbn:fi:au:seko:00504,kitara,,,http://www.wikidata.org/entity/Q507102,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015193
http://urn.fi/urn:nbn:fi:au:seko:00251,cuatro y medio,cuatro y medio,cuatro y medio,,,Venezuela,http://urn.fi/urn:nbn:fi:au:seko:00504,kitara,,,PUUTTUU,https://en.wikipedia.org/wiki/Cuatro_(instrument),skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015193
http://urn.fi/urn:nbn:fi:au:seko:00252,cucharas,cucharas,cucharas,,,Kuuba|Antillit,http://urn.fi/urn:nbn:fi:au:seko:00619,lusikat,,,PUUTTUU,,,
http://urn.fi/urn:nbn:fi:au:seko:00252,,,,lusikat,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00252,,,,spoons,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00253,cuica,cuica,cuica,,,Brasilia,http://urn.fi/urn:nbn:fi:au:seko:00508,kitkarumpu,,,http://www.wikidata.org/entity/Q176926,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015194
http://urn.fi/urn:nbn:fi:au:seko:00254,cununo,cununo,cununo,,,Kolumbia|Ecuador,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,PUUTTUU,,,
http://urn.fi/urn:nbn:fi:au:seko:00255,cura,cura,cura,,,Turkki,http://urn.fi/urn:nbn:fi:au:seko:00905,saz,,,http://www.wikidata.org/entity/Q1144423,,,
http://urn.fi/urn:nbn:fi:au:seko:00256,cümbüş,cümbüş,cümbüş,,,Turkki,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q516559,,,
http://urn.fi/urn:nbn:fi:au:seko:00256,,,,cumbus,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00257,dabo,dabo,dabo,,,Kiina|Xinjiang,http://urn.fi/urn:nbn:fi:au:seko:00585,lautanen,,,PUUTTUU,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015195
http://urn.fi/urn:nbn:fi:au:seko:00257,,,,dapo,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00257,,,,"大鈸,",,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00257,,,,large cymbals,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00258,dadaiko,dadaiko,dadaiko,,,Japani,http://urn.fi/urn:nbn:fi:au:seko:008644,rumpu,,,PUUTTUU,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,daire,daire,dayereh,,,Kaakkois-Eurooppa|Kaukasus|Lähi-Itä|Keski-Aasia|Etelä-Aasia|Azerbaidžan|Afganistan|Iran,http://urn.fi/urn:nbn:fi:au:seko:01050,tamburiini,,,http://www.wikidata.org/entity/Q3038392,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,dāireh,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,dajre,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,dajrera,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,dayereh,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,doira,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,dojra,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00259,,,,doyra,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00260,dala-fandir,dala-fandyr,dala-fandyr,,,Ossetia,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,PUUTTUU,https://www.atlasofpluckedinstruments.com/middle_east.htm,,
http://urn.fi/urn:nbn:fi:au:seko:00261,damaru,damaru,damaru,,,Intian niemimaa|Himalaja|Tiibet|Mongolia,http://urn.fi/urn:nbn:fi:au:seko:01092,tiimalasirumpu,,,http://www.wikidata.org/entity/Q1158229,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015343
http://urn.fi/urn:nbn:fi:au:seko:00262,đàn bầu,đàn bầu,đàn bầu,,,Vietnam,http://urn.fi/urn:nbn:fi:au:seko:00943,sitra,,,http://www.wikidata.org/entity/Q342244,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015199
http://urn.fi/urn:nbn:fi:au:seko:00262,,,,dan bau,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00262,,,,đàn đoc huyen,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00262,,,,độc huyền cầm,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,darabuka,darbuka,darbuka,,,Egypti|Albania|Bulgaria|Malesia|Indonesia,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q319154,https://doi.org/10.1093/gmo/9781561592630.article.07209,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015203
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,pikarirumpu,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darabuke,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darabukka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darbouka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darboukka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darbuka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darbukka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,darbukkah,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,deblek,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,dembilk,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,derbakeh,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,derbocka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,derbuga,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,derbukka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,dombak,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,dombek,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,doubmag,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,doumbeg,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,doumbek,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,dümbelek,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,glong yao,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,hoqa,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,klong yao,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,qypi,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tarabuka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tarambuka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tarbouka,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tepill,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tombak,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tombale,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tombuleki,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,toumbeleki,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,toumberleki,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,toumpeleki,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,tumbeleki,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,zairbaghali,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,zarb,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00263,,,,zerbaghali,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00264,daudytė,daudytė,daudytė,,,Liettua,http://urn.fi/urn:nbn:fi:au:seko:00819,puutrumpetti,,,http://www.wikidata.org/entity/Q109773883,,,
http://urn.fi/urn:nbn:fi:au:seko:00264,,,,liettualainen tuohitorvi,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00264,,,,daudyte,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00264,,,,trimitas,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00265,daul,davul,davul,,,Bulgaria,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q1178361,GMO:N mukaan sama kuin tapan seko:01061  kts. https://doi.org/10.1093/gmo/9781561592630.article.L2215001,,
http://urn.fi/urn:nbn:fi:au:seko:00265,,,,tapan,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00266,daula,daula,daula,,,Sri Lanka,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q110056231,https://doi.org/10.1093/gmo/9781561592630.article.L2285553,,
http://urn.fi/urn:nbn:fi:au:seko:00267,daule,daule,daule,,,Albania,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,PUUTTUU,sama kuin davul (Turkissa),,
http://urn.fi/urn:nbn:fi:au:seko:00268,dauli,dauli,dauli,,,Kreikka,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,PUUTTUU,,,
http://urn.fi/urn:nbn:fi:au:seko:00268,,,,daouli,gr,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,davul,davul,davul,,,Turkki|Lähi-Itä,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q1178361,Wikipedian mukaan sama kuin daul ja tapan? https://en.wikipedia.org/wiki/Davul,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,tapan,si,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,tupan,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,daul,bu,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,daouli,gr,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,daula,sl,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,daule,al,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,dohol,fa,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,doli,kat,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,dhol,hy,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,ṭabl turkī,ar,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00269,,,,atabal,sp,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00270,décacorde (luuttukitara),gitarrluta,lute-guitar,,,Ranska,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q322050,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015327
http://urn.fi/urn:nbn:fi:au:seko:00270,,,,decacorde (luuttukitara),,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00270,,,,luuttukitara,fi,,http://urn.fi/urn:nbn:fi:au:seko:00709,näppäilysoitin,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00271,defi,defi,defi,,,Kreikka,http://urn.fi/urn:nbn:fi:au:seko:01050,tamburiini,,,PUUTTUU,"GMO: sama kuin raq, daire sekä Daff [daf, dap, def, defi, diaff, duff]: https://doi.org/10.1093/gmo/9781561592630.article.07050",,
http://urn.fi/urn:nbn:fi:au:seko:00271,,,,daff,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00272,dhol,dhol,dhol,,,Etelä-Aasia,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q1207707,,,
http://urn.fi/urn:nbn:fi:au:seko:00273,dholak,dholaki,dholak,,,Etelä-Aasia,http://urn.fi/urn:nbn:fi:au:seko:00864,rumpu,,,http://www.wikidata.org/entity/Q936590,,,
http://urn.fi/urn:nbn:fi:au:seko:00273,,,,ḍhōlak,fa,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00273,,,,ḍōlak,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00273,,,,ḍholki,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00274,diaulos,diaulos,diaulos,,,Kreikka,http://urn.fi/urn:nbn:fi:au:seko:00715,oboesoitin,,,http://www.wikidata.org/entity/Q46190664,,,
http://urn.fi/urn:nbn:fi:au:seko:00274,,,,kaksoisaulos,fi,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00275,didgerido,didgerido,didgeridoo,,,Australia,http://urn.fi/urn:nbn:fi:au:seko:00801,puhallinsoitin,,http://www.yso.fi/onto/yso/p29803,http://www.wikidata.org/entity/Q189388,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015209
http://urn.fi/urn:nbn:fi:au:seko:00275,,,,didgeridu,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00275,,,,didjeridoo,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00275,,,,didjeridu,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00275,,,,dijjariduu,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00276,dilrubā,dilrupa,dilrupa,,,Pohjois-Intia|Pakistan,http://urn.fi/urn:nbn:fi:au:seko:00446,jousisoitin,,,http://www.wikidata.org/entity/Q5277044,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015211
http://urn.fi/urn:nbn:fi:au:seko:00276,,,,dilruba,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00276,,,,dilrupa,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00277,diple (säkkipilli),diple,diple,,,Bosnia|Kroatia|Serbia,http://urn.fi/urn:nbn:fi:au:seko:01024,säkkipilli,,,http://www.wikidata.org/entity/Q1124382,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015039
http://urn.fi/urn:nbn:fi:au:seko:00277,,,,dvojnice,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00278,diskanttigamba,pardessus de viole,dessus de viole,,,,http://urn.fi/urn:nbn:fi:au:seko:01185,viola da gamba,,,http://www.wikidata.org/entity/Q7136551,,,
http://urn.fi/urn:nbn:fi:au:seko:00279,divan saz,divan saz,divan,,,Turkki,http://urn.fi/urn:nbn:fi:au:seko:00905,saz,,,http://www.wikidata.org/entity/Q5769609,large type of baglama,,
http://urn.fi/urn:nbn:fi:au:seko:00279,,,,divan sazı,,,,,,,,,,
http://urn.fi/urn:nbn:fi:au:seko:00280,division viol,division viol,division viol,,,Englanti,http://urn.fi/urn:nbn:fi:au:seko:01185,viola da gamba,,,http://www.wikidata.org/entity/Q5284584,,,
